dispute_id,payment_id,reason_code,raised_at,disputed_amount
dsp_5nuaso4j1vya,pay_8e7ul9cm6p7ak0,not_received,2026-05-31 11:43:25,10905.62
dsp_ag2i0f9rrwgh,pay_pvyuzzzvamsgr0,fraud,2026-05-31 14:58:01,1699.32
dsp_eg8j5uqmznzo,pay_19hyl8jo80qbuy,not_received,2026-05-31 17:20:19,24384.69
dsp_hj21jy4mbfgd,pay_3jpwmna1ycqrx2,fraud,2026-05-31 23:32:15,387.0
dsp_dp44lkil1lr9,pay_o1prtvle5ob0y3,not_received,2026-06-01 01:28:45,8150.1
dsp_hw0nykfzwbgw,pay_t8jie0mge4vuoc,subscription_cancelled,2026-06-01 02:57:30,4840.87
dsp_7siuv7bf9sas,pay_hcpm89falvr2u4,not_received,2026-06-01 05:38:55,13918.71
dsp_23tar02fkt2k,pay_ggrmy8gc5euzka,not_as_described,2026-06-01 09:30:06,3317.51
dsp_rjpi2oss1h7f,pay_yxx5p26aynz0pb,not_received,2026-06-01 11:49:24,387.0
dsp_3nbzgufieruk,pay_918ylv8e4i097k,fraud,2026-06-01 14:08:56,2138.42
dsp_57fy9r779rwt,pay_7l2wa64iqhc4uz,not_received,2026-06-02 05:02:06,11615.85
dsp_v3q5v8d7bpd9,pay_1n3yt4yskeyw06,not_as_described,2026-06-02 05:19:03,6528.68
dsp_tmuundyumxbw,pay_b4djqqayoyw8s8,fraud,2026-06-02 08:18:51,2310.0
dsp_3n1em35eatc6,pay_zfg18pakwagacc,not_received,2026-06-02 14:22:28,23312.57
dsp_v4yhvo9i060a,pay_nxdvzip6rx4w4a,not_received,2026-06-02 15:50:17,1444.21
dsp_xsrhlim4f56v,pay_y0bor3xp3pkokj,not_as_described,2026-06-03 12:47:22,2070.21
dsp_hikp13tjgl3y,pay_3lj2buid4n9rcc,duplicate,2026-06-03 13:32:41,9714.11
dsp_2xt7e3wct5av,pay_mkmo6rsmtrca5x,not_as_described,2026-06-03 17:08:54,4043.54
dsp_oemqkhzx884w,pay_tz06fgjh3x665i,not_received,2026-06-03 20:51:13,17407.63
dsp_d0li5xmxu92t,pay_ve84770izhb1vd,subscription_cancelled,2026-06-04 00:59:21,211.0
dsp_jfssyo0t0ysl,pay_nm1n5dykjgjuza,fraud,2026-06-04 03:34:07,206.85
dsp_wkwx9y4epgv4,pay_zhxtpwkbslrlcy,fraud,2026-06-04 08:54:16,852.0
dsp_g6d4pn0rf4jv,pay_fzqixuv758rgne,subscription_cancelled,2026-06-04 08:58:07,2346.47
dsp_4vg15v16ndqc,pay_8uavkyoieu22yd,not_as_described,2026-06-04 10:16:58,1939.39
dsp_7jilgq720njy,pay_on98hddv48yobg,not_received,2026-06-04 14:49:00,9815.27
dsp_km3hbntnsizo,pay_l6uu8qp98313s9,fraud,2026-06-04 15:00:30,11292.3
dsp_cml49v5c3g3j,pay_jg8zk9sx04qqw4,not_as_described,2026-06-04 15:25:37,2810.8
dsp_y7eu9xjwpvb9,pay_snm1rzja9j0cj4,not_as_described,2026-06-04 23:44:37,2450.32
dsp_maxrnr27glrt,pay_5axcnl18geatkm,not_received,,12995.46
dsp_u0l47mgnppwj,pay_igqor7sitorp5f,subscription_cancelled,2026-06-05 22:18:38,263.0
dsp_pquo1l5d3aao,pay_c55wqfq4btkwtp,subscription_cancelled,2026-06-06 01:20:12,262.0
dsp_syk1gsqjd6qi,pay_vf5p8gghqafpfk,fraud,2026-06-06 08:07:52,2174.0
dsp_zbjsg2wlbqdd,pay_xiimt49chxsov7,not_as_described,2026-06-06 18:15:01,5902.33
dsp_bo1ipe285s0q,pay_v9cgdpystrhxsf,not_received,2026-06-06 20:21:46,1685.99
dsp_t4pt3xfqusc3,pay_2mkdiq5copx441,fraud,2026-06-07 01:13:27,956.0
dsp_ha8wt02dglxj,pay_2me0l9qxzm3fmm,not_received,2026-06-07 02:37:45,225.0
dsp_7y3glcqxq7yv,pay_8rqcvrvsb618so,fraud,2026-06-07 20:29:02,929.0
dsp_svlweurf25or,pay_fxy3pttow9c7re,not_as_described,2026-06-08 19:11:06,2149.14
dsp_g5wldp9vntfd,pay_5sjf8ew7xqok1z,fraud,2026-06-09 20:26:11,343.46
dsp_yq1mod3lisbw,pay_dlqloc7vu0cqra,fraud,2026-06-09 21:01:05,2285.76
dsp_ejxxrlr7nxup,pay_u40hyjvkv7r67l,not_as_described,2026-06-10 12:43:43,2254.85
dsp_6r2halbbur77,pay_94jvir65cup8bx,not_received,2026-06-10 20:19:32,1224.9
dsp_nik9a7jfjmiv,pay_pdpbr99ebd065d,fraud,2026-06-11 09:07:33,434.0
dsp_2hp980y4mr1m,pay_r59ez72ul4n42s,subscription_cancelled,2026-06-11 10:58:32,5377.88
dsp_r3o5dafa1a7f,pay_4nmrwapnh17mxh,not_as_described,2026-06-12 01:57:05,1724.38
dsp_lrg8li2z94ay,pay_6mdsnug3axfj6b,not_as_described,2026-06-12 02:22:03,2412.26
dsp_o2x93mudqciw,pay_jrxtrz3a1j0qwt,not_as_described,2026-06-12 02:44:29,3124.92
dsp_8zdzpanfpft8,pay_5e4ogf06bogc7l,not_as_described,2026-06-12 10:40:44,903.15
dsp_txjh545yys8c,pay_bz6xj1n8f7n6pn,subscription_cancelled,2026-06-12 20:33:23,7529.85
dsp_qearltmckspx,pay_eaozol3n1gcswy,not_received,2026-06-14 23:54:57,3690.57
dsp_76pr6bz7r2l9,pay_eqbiz44hh1gds8,not_as_described,2026-06-15 08:26:02,2114.86
dsp_zu2qk9vs1xe2,pay_q9tnnthmb93nes,fraud,2026-06-16 07:32:45,2339.44
dsp_10w7djvl99uo,pay_i2fbngaqt96efa,not_received,2026-06-16 08:22:24,2397.13
dsp_2y1hws1sb4xj,pay_ch2fwe96mi8zh7,not_received,2026-06-16 10:17:00,105.0
dsp_wcyd8vrecagi,pay_ia3y1rbv5a5amm,not_as_described,2026-06-16 13:49:30,3346.58
dsp_gn7epconjvp7,pay_dydnt5nqw5j8m5,not_received,2026-06-16 21:25:17,3416.89
dsp_ajf4t8o16ykf,pay_6n0dy3kzx47ugz,subscription_cancelled,2026-06-17 05:23:52,3129.95
dsp_5oxs3grrta26,pay_wt71y2ks2noi0i,not_received,2026-06-17 20:17:13,2963.3
dsp_d4odfs3ape5f,pay_yzlhd1a3w5y3u6,not_received,2026-06-18 03:17:25,53967.69
dsp_y4lh7tx3tsvy,pay_940ffx91nt1n29,fraud,2026-06-18 21:59:44,1224.12
dsp_2k6d0wmyvzeb,pay_8sa620abmnmdec,not_as_described,2026-06-18 23:00:25,2840.0
dsp_vfic86m5m10z,pay_59qdd7sja3sty9,not_received,2026-06-19 05:35:15,929.0
dsp_akogkmspv9l1,pay_9een8z1mijn4ip,not_as_described,2026-06-19 08:34:19,620.0
dsp_3hy8gyf6rjjf,pay_v5rbcrnple7trb,not_received,2026-06-19 08:35:31,1163.69
dsp_gr3rkgtiewj3,pay_79hu41dftb7z0i,fraud,2026-06-19 19:15:39,3783.53
dsp_f4yzclmb5a34,pay_dkowdx2ef04f6u,not_received,2026-06-19 22:20:33,1905.99
dsp_sdahba48juhj,pay_ypwfff4ogubhyz,subscription_cancelled,2026-06-20 12:46:04,429.52
dsp_u7kd62ixs26n,pay_6una35n5yotp83,subscription_cancelled,2026-06-20 15:20:27,192.0
dsp_ux17enpngsoa,pay_u7lqlcxk53ow6j,not_as_described,2026-06-21 02:23:27,1270.0
dsp_nagpoqv5gghk,pay_53py96al0n13et,fraud,2026-06-21 15:23:44,15201.36
dsp_lm78zrnh3wjw,pay_hi57ty4iy3e1is,not_received,2026-06-21 21:00:44,11345.51
dsp_q4cp07gyg09c,pay_odgrd4urv1akzj,duplicate,2026-06-22 07:59:32,284.67
dsp_j06he1isrcxw,pay_ow6naqcboz25go,not_as_described,2026-06-22 09:06:42,19863.34
dsp_cqq33d0evf8i,pay_4k5moa4p9n8ppl,not_received,2026-06-22 16:40:40,13917.72
dsp_yejlqra5tlu5,pay_qh7zrv8iyklzp6,not_as_described,2026-06-22 20:41:37,810.0
dsp_dzjmmyea43ia,pay_hdw939gzp71ts8,not_received,2026-06-23 04:00:02,1244.52
dsp_abmibmivqzet,pay_h86286dk9liihe,fraud,2026-06-23 12:11:02,2113.0
dsp_72w7i4f3pygi,pay_dwzfavackgdcy7,not_as_described,2026-06-23 13:34:18,4260.0
dsp_96rmzhwyj6ua,pay_2c5kq5tpeqh3gv,subscription_cancelled,2026-06-23 16:46:57,262.0
dsp_iiizp9ucqvos,pay_oz9nmwwylhchzs,not_received,2026-06-23 19:38:56,12219.77
dsp_r0ugmmi01q2e,pay_2xp4u4tf3z3xq1,not_as_described,2026-06-25 03:48:24,2096.11
dsp_8nz5qeiqoid9,pay_2jib40vvf1ejex,not_received,2026-06-26 05:56:29,1160.14
dsp_cqeem00ralg0,pay_zm08qdjctovx6g,subscription_cancelled,2026-06-26 10:27:40,211.0
dsp_4onrf1oigc6w,pay_ai5praor4tpeml,subscription_cancelled,2026-06-26 11:25:07,5080.5
dsp_zw1ne57argql,pay_nns6w46jl9wz1h,fraud,2026-06-27 06:06:20,225.0
dsp_7vp7dawmmniw,pay_44oistnv6et0bh,fraud,2026-06-27 07:28:14,35328.92
dsp_l1fw0xbxxyph,pay_n7tr0si7sw6ta6,not_received,2026-06-27 17:46:08,3040.0
dsp_alw2q5aeny8z,pay_1pmbogbiofg394,not_received,2026-06-28 06:51:05,5346.29
dsp_poluzhiml6zo,pay_wk8gz2ts27lngc,fraud,2026-06-28 08:16:01,387.0
dsp_k3ho7sxufvot,pay_0a9kmbgc2rf415,not_received,2026-06-28 11:01:18,4889.72
dsp_e1rq8043v2j9,pay_0250v0ng404u1u,duplicate,2026-06-28 12:51:06,1310.0
dsp_7nn64txw5yi7,pay_g0ogc0f5tv6682,not_received,2026-06-28 13:37:29,8338.98
dsp_t3djpij14kkh,pay_tih12z0d103cz0,not_as_described,2026-06-28 21:57:52,2962.35
dsp_mw1cdaaz49xa,pay_cbhfwfy5lg5014,duplicate,2026-06-29 03:06:24,7494.91
dsp_1d893ry4x8ep,pay_u2htoxj7fyipcp,not_received,2026-06-30 01:43:36,910.0
dsp_d10v81a3e2zn,pay_ulfhzgrampakrh,not_received,2026-06-30 02:03:36,2900.0
dsp_spphv3a2gipt,pay_2kyb1a6zbkk3n0,duplicate,2026-06-30 14:08:18,2319.59
dsp_cs46xsx6buge,pay_3legeadr6i4ggn,subscription_cancelled,2026-06-30 17:46:46,1130.0
dsp_515fgd46m5rg,pay_xbfuxm3bogn9as,not_received,2026-06-30 19:32:59,1360.2
dsp_yhnk3d72jsk3,pay_y6o46v257w80y9,duplicate,2026-06-30 23:57:10,2058.29
dsp_fzlnjmjahhch,pay_05gev1yugr36wl,not_received,2026-07-01 14:49:54,11135.63
dsp_9ruotoa3kyx1,pay_qjy9h4lul3uxch,fraud,2026-07-01 16:53:13,17528.07
dsp_k2sxdfrizkip,pay_7zumzp3aw7bgkg,not_as_described,2026-07-02 10:49:04,829.47
dsp_7oy5caintegy,pay_9ysnan0jj85yao,fraud,2026-07-02 10:51:23,232.0
dsp_votvknt8vu49,pay_7k2papozaod0nq,fraud,2026-07-02 15:28:23,1025.0
dsp_ggzb1zpm750n,pay_y6ftbqqinihpq4,not_as_described,2026-07-02 23:11:58,670.0
dsp_68r0snfu9zrl,pay_r4ka0akg7xjub8,not_received,2026-07-03 14:25:33,96.0
dsp_9vibafmsmfpl,pay_0np84y4lkr9dfd,not_as_described,2026-07-04 01:57:10,1561.0
dsp_cxrfd0g7boy4,pay_hiuyhcuyvnn2ka,not_received,2026-07-05 04:38:09,952.76
dsp_6hu7k1ju273n,pay_u7flny4q8hz6b1,not_received,2026-07-05 19:06:59,9956.29
dsp_i5u9ma2c96s0,pay_9b7033ikoec95k,not_as_described,2026-07-06 04:56:54,830.0
dsp_3nwuc9al3u73,pay_d83x1cr6jodo8t,not_received,2026-07-06 23:54:37,9969.67
dsp_cjjqudd8v9e0,pay_iqutolsns9os8n,not_received,2026-07-07 05:50:04,530.46
dsp_1rq4pjphqwmi,pay_00ujme9wg0k346,fraud,2026-07-07 09:40:54,159.0
dsp_a4u6i3qb7wzw,pay_u3if8lq6xvgnen,not_received,2026-07-07 14:51:35,1025.0
dsp_c98p2aob1hrp,pay_b8eio9y8dgoan6,not_received,2026-07-08 03:31:11,40553.55
dsp_i7xakqw9odqx,pay_jl3lyeroac7zuk,not_as_described,2026-07-08 07:59:33,1600.88
dsp_kp0ljdr0flz2,pay_puumayexhl4ed0,not_received,2026-07-08 08:30:47,740.82
dsp_ner3lprsvxcl,pay_68o2q14ag71bs4,fraud,2026-07-08 23:58:23,326.32
dsp_bl4w2qz2eb7q,pay_uqw18opi937srx,not_as_described,2026-07-09 12:55:48,530.0
dsp_84w689g700ce,pay_5dpc0eh1mv074h,not_received,2026-07-09 15:59:23,10479.17
dsp_gx3i0ipxgja6,pay_4qms4xqajimeb2,not_received,2026-07-09 23:53:35,1326.24
dsp_tmry4re02ld5,pay_328gf2i06bmk65,not_received,2026-07-10 04:49:13,3577.33
dsp_26zajnqy4st0,pay_com9had8c5gfuz,fraud,2026-07-10 14:55:04,4588.43
dsp_c39jfeezepmu,pay_xf6zcs0x1mr7y3,fraud,2026-07-11 03:12:34,83.0
dsp_d2150rvhdqg9,pay_isy5v29a6rt99s,fraud,2026-07-11 08:53:02,274.58
dsp_ac56frnisi4n,pay_bbqtlidrmhcbrq,not_received,2026-07-11 12:19:14,645.97
dsp_c5403rb7nqir,pay_0upuvla0s2xm48,fraud,2026-07-11 15:08:52,6108.38
dsp_ceyi0gvlvsxp,pay_vsiflycicac6su,not_as_described,2026-07-12 00:46:49,906.47
dsp_5vwuhhyzv7as,pay_uula9f7cse91pt,fraud,2026-07-12 08:10:44,36674.45
dsp_cbg7vqfypjhu,pay_guhxn8h88i8h7e,not_as_described,2026-07-12 08:40:07,3219.65
dsp_96hsfneg158s,pay_utjttfkphp02r3,not_received,2026-07-12 10:08:19,1762.35
dsp_cwe1sthznhzp,pay_qcsu703qdikg1t,fraud,2026-07-12 18:58:36,409.98
dsp_xev39fawc62s,pay_njc7kuxvogfm2l,not_as_described,2026-07-13 15:18:54,4058.83
dsp_txn43nzcpsp9,pay_b3j26rtiq59hes,subscription_cancelled,2026-07-13 17:33:50,263.0
dsp_tl8wyb60rouu,pay_k5ts96mbpsn4lu,fraud,2026-07-14 11:11:53,5281.76
dsp_v186vt9j6nql,pay_c4mgy3alanq318,subscription_cancelled,2026-07-14 15:59:20,518.39
dsp_7i30kt6bk9cx,pay_ksmiyjd0qicg0b,not_received,2026-07-14 17:13:34,5344.99
dsp_zdiug2l1gv9h,pay_ngjaoaorauls0d,fraud,,22528.69
dsp_tff04vx0xdiv,pay_hro2oemr5emi1d,duplicate,2026-07-14 23:03:59,7350.68
dsp_lo7ccur4epud,pay_97xw4akuov4mng,not_received,2026-07-15 10:55:39,1550.45
dsp_r2omkujeqda8,pay_ry5sxchfide1fk,not_as_described,2026-07-15 13:48:31,1761.61
dsp_bca814shriv3,pay_g58209rsvzs9d5,subscription_cancelled,2026-07-15 16:11:10,1407.0
dsp_sv2adfc33hty,pay_s8o8esyyhnocck,not_received,2026-07-15 16:28:58,3007.3
dsp_r0dgyb913dyu,pay_4m9wjz2c5rhv8m,fraud,2026-07-15 23:19:50,3588.02
dsp_vq1hnaoswfwg,pay_vzz5cs3m4fym88,not_as_described,2026-07-16 18:02:09,1255.3
dsp_yhnvvyco7ue6,pay_3m0vulbtx3u6sd,not_received,2026-07-16 18:10:53,13004.96
dsp_alqn6yp9ztr5,pay_ps9e11yb151opn,fraud,2026-07-16 18:25:30,266.0
dsp_a9ot8nexknel,pay_8s6cakev3ffwdc,fraud,2026-07-17 18:40:50,6355.77
dsp_4csvnniud561,pay_ptp3idttr6ozlh,not_received,2026-07-18 18:12:48,730.84
dsp_014xjcy3r1fd,pay_fawxfafccouim8,not_as_described,2026-07-19 07:10:50,540.0
dsp_67gd8omnaop1,pay_wakvod26z88rbx,not_received,2026-07-19 09:04:00,1401.16
dsp_gryuwt79gqpy,pay_bvmirk1iv6s7zg,not_as_described,2026-07-19 09:48:25,593.8
dsp_1lmwp4ojogmz,pay_ry0v3spknje2jj,not_received,2026-07-19 16:44:18,670.0
dsp_lquhkgqrnj31,pay_mp9lup6dfum1fk,not_received,2026-07-20 09:02:46,9092.36
dsp_vfb9fv4260v2,pay_srbu8u47375nrc,fraud,2026-07-20 10:37:28,83.0
dsp_1afolx7t655h,pay_sol3s18cmfxcjg,fraud,2026-07-20 11:01:07,96.41
dsp_9usnne1t1qgk,pay_5lrktvs0tbzc0q,duplicate,2026-07-20 22:39:52,11095.56
dsp_35g9nmm6ehuk,pay_cqx1twv2ubflwj,not_received,2026-07-21 11:35:58,797.33
dsp_vfivp2v8izri,pay_bipxuu04pc5e2w,not_received,2026-07-21 14:40:10,232.0
dsp_vkt9o0dfjqa1,pay_23iqu49dfxcv1t,not_received,2026-07-22 01:08:56,200.0
dsp_kcwbafaqx3xy,pay_zm93krrfhjlpj0,not_as_described,2026-07-22 02:42:43,1647.35
dsp_qg7l3339a6ug,pay_9qyzdcwwz2r3g0,not_received,2026-07-22 04:19:01,376.0
dsp_v8qo3jy0rp3z,pay_343cdn7s3uqdo2,subscription_cancelled,2026-07-22 17:57:36,4151.17
dsp_apra7x4qg7u3,pay_qsfytlwoz2o9n1,duplicate,2026-07-23 03:56:32,8861.93
dsp_hx0tct5pjjp3,pay_2z36n1kn04fwnv,not_received,2026-07-23 14:50:37,2330.0
dsp_4fhspdr57ndx,pay_mc65i7b6atxwan,fraud,2026-07-23 17:49:17,28555.18
dsp_s597lpnpcbn8,pay_on4iresu46iqhq,subscription_cancelled,2026-07-24 11:01:23,258.0
dsp_vjxgv2pw0jlo,pay_blrclut6m4pwb2,not_received,2026-07-24 15:08:05,1673.84
dsp_97o8fxlp1hw2,pay_kbehp30et5jn8u,not_as_described,2026-07-24 20:15:40,2773.72
dsp_my5621i7ww57,pay_x9nb8gabw77b80,not_received,2026-07-25 03:12:50,266.57
dsp_bveef9gdxxxt,pay_fcjuelcpq2jtv1,not_as_described,2026-07-25 12:29:13,4181.43
dsp_klksl280gxae,pay_nksak2e2homg1t,not_as_described,2026-07-25 13:21:23,1010.0
dsp_xub8icy6qvad,pay_5w7pqfcgqn3s81,fraud,2026-07-26 01:48:44,5322.79
dsp_52pkh6f2kkj3,pay_57255lqgyz0jp2,fraud,2026-07-26 04:13:55,2330.0
dsp_f0424rxtvmas,pay_5pppz6zg18u98a,not_received,2026-07-27 21:16:53,635.37
dsp_7nnmnxg1paff,pay_gexqkx3u8ynxjl,not_as_described,2026-07-27 23:22:27,340.0
dsp_j4yrextjojwv,pay_on3ktvsspf2oz4,subscription_cancelled,,271.0
dsp_pl4iajexgx76,pay_69q1w2tlofrnfk,not_as_described,2026-07-28 18:15:29,1924.51
dsp_0pahtun6bxj5,pay_s5q97s9zndfeiz,not_as_described,2026-07-28 18:22:01,1790.0
dsp_0iot86xyx743,pay_6yston0c5kp2qn,fraud,2026-07-28 20:32:36,260.0
dsp_km7ssoz4yyyz,pay_iybedq5ubdz2y4,not_received,2026-07-31 08:00:20,19332.24
dsp_1gvks8e1pqan,pay_flfs818m30uuow,fraud,2026-07-31 11:07:07,33396.54
dsp_uwoxnxcopjhu,pay_xjrw6gpfvncom5,not_as_described,2026-07-31 18:42:33,5360.0
dsp_nhzni4fu0eit,pay_irtb8vf4m5doqr,fraud,2026-07-31 19:15:38,2113.0
dsp_tgkp4tgnxwaq,pay_capor54n5ux5x7,not_as_described,2026-08-01 06:11:43,3236.26
dsp_x4z6v2un92or,pay_re9k1w7dpu1ob7,not_received,2026-08-01 11:51:39,7169.27
dsp_aqa99qr4gx73,pay_r3fb96n66bedg0,not_as_described,2026-08-01 19:14:12,1516.88
dsp_uoxtm04fpe6s,pay_y2rxrj6uwu3fde,fraud,2026-08-01 19:36:32,1335.0
dsp_yi7pdenkbyzq,pay_j6t8iwjknz58mx,not_received,2026-08-01 19:47:06,1986.07
dsp_xrwini3xcotk,pay_oune0st4gc4nbu,subscription_cancelled,2026-08-02 00:17:18,603.0
dsp_2avfi1j9k94g,pay_qwlc287g9eg1wj,fraud,2026-08-02 13:27:04,9070.75
dsp_s3dap1izbnx2,pay_wlyblah0hcqef6,not_received,2026-08-02 16:54:56,4127.52
dsp_kb28m3g4poqf,pay_hu23vdy9joc63s,fraud,2026-08-02 18:41:21,200.0
dsp_tli1rpi43bqh,pay_86eoypx7xo1vfg,not_as_described,2026-08-03 09:27:49,1380.0
dsp_xe548r1rwz8n,pay_qkx41lmnhw5enn,not_received,2026-08-03 16:53:11,7966.36
dsp_y9g43mvx5hzt,pay_44ph5hu4jaaoj9,fraud,2026-08-03 17:12:39,493.0
dsp_ahd00zhf3g7i,pay_yxknskmtg7ktus,not_received,2026-08-04 02:27:53,32200.47
dsp_jjptw5qnjmsp,pay_iqdcuhu9g1840i,subscription_cancelled,2026-08-04 12:11:08,262.0
dsp_ws5jx4z2kp5n,pay_gewhq5yst4ori1,fraud,2026-08-04 14:46:15,16120.31
dsp_1sx0b1beyg0v,pay_nzkjxmxafer1dd,duplicate,2026-08-05 15:28:32,1407.0
dsp_8xfmfj5pprkw,pay_8sk30o1cpzexc2,not_received,2026-08-06 04:26:48,434.0
dsp_41b3zu8b31q5,pay_58xpgc51ekhji2,not_as_described,2026-08-06 09:32:54,720.0
dsp_esdi5x6l3ymg,pay_lmuzczag61g78f,not_as_described,2026-08-06 09:47:04,1125.66
dsp_wtb9hbpg7ily,pay_5br9o2ibrwuw4t,duplicate,2026-08-06 16:43:25,8186.75
dsp_7ctinmzf61ks,pay_l21iu78h0xj074,not_received,2026-08-07 05:19:38,797.07
dsp_ypdk2ovmbx2e,pay_gxe8eh0sumdi7a,not_as_described,2026-08-07 09:33:13,1295.71
dsp_zexkd3xc8ybs,pay_rr8es7trkx3o2v,duplicate,2026-08-07 16:11:58,2725.54
dsp_gxctqi45n1we,pay_e2qvhof071bm4v,fraud,2026-08-07 19:42:14,3970.6
dsp_zfzw37ca8y5t,pay_wkh6ak56t2twe6,not_received,2026-08-07 20:10:30,1422.27
dsp_33pc2j67c1vc,pay_nizsedu2789nul,subscription_cancelled,2026-08-07 20:13:12,731.0
dsp_fnxate8oi7du,pay_stlh4qk0co2dya,not_received,2026-08-08 03:22:44,11045.4
dsp_qmh79beoqwja,pay_03rhq8hbdb26gu,subscription_cancelled,2026-08-09 07:11:54,603.0
dsp_69wbshcy7b8i,pay_d6u58l6wp5i2ve,not_received,2026-08-09 11:56:59,1764.63
dsp_catbpf7npjnr,pay_zhzvzo1r9c41h2,not_received,2026-08-09 12:19:27,17289.22
dsp_925nr3o26ag4,pay_hc10kdbjyc2sbq,not_as_described,2026-08-09 20:03:40,1255.61
dsp_h4bt1xya7n4c,pay_ucihkoeh8eoor7,not_as_described,2026-08-09 20:34:42,4846.3
dsp_7560u30bp1bp,pay_vaf3smrt25el39,not_received,2026-08-10 13:46:50,13737.91
dsp_3yzq80fcf6o4,pay_l44j7rjznz5ewy,not_as_described,2026-08-10 14:23:51,1792.38
dsp_xtjc8u7wu79k,pay_7xcc6u61v3wtu6,duplicate,2026-08-10 20:33:37,1381.0
dsp_lzxwkr0thhok,pay_rzc9fcigyfajcl,not_received,2026-08-11 00:36:35,15963.43
dsp_v9ifovvhase8,pay_dm4xnz9m4q66tc,not_received,2026-08-11 01:42:01,875.76
dsp_gn09usdwyd7l,pay_jilbp0onacnslb,not_as_described,2026-08-11 10:01:23,3831.11
dsp_z1v16xa5rrmo,pay_1wkj0g2ikr3w0x,not_received,2026-08-11 11:19:07,10803.96
dsp_ft2o86fx3nor,pay_qwwfm0i9nk0kvc,fraud,2026-08-12 09:12:53,200.0
dsp_0vymm3qft7dn,pay_dm6ysgulp49cgx,subscription_cancelled,2026-08-12 23:32:21,258.68
dsp_kowi46o533yz,pay_4cwpgy45c97qr7,not_received,2026-08-13 18:03:42,894.86
dsp_ydn175hol8ul,pay_b0emx2qbyr88tr,not_received,2026-08-14 03:09:24,3497.37
dsp_2q86nezn60qz,pay_t2axi9icm1u83b,not_as_described,2026-08-14 22:56:41,3670.19
dsp_jp9fn3wgphli,pay_0jrcsgr885udlv,unclassified,2026-08-15 11:36:15,3506.87
dsp_zmpjwrjhc1he,pay_m6319814f3g93k,not_received,2026-08-16 05:09:37,37639.42
dsp_kgc5cx6wy0x1,pay_r6trzw4wilg89e,not_received,2026-08-16 15:37:01,1161.13
dsp_hxwxuf6rgzqv,pay_g8z9xma3dpduih,fraud,2026-08-18 05:24:57,4536.18
dsp_kwfvjmp9vn2v,pay_m5egv1qbp7bkrx,not_as_described,2026-08-18 08:03:52,1786.26
dsp_4sfplkdvqhmc,pay_sq0alu0yxgvwbw,subscription_cancelled,2026-08-18 09:41:18,1407.0
dsp_58e34sjpbypo,pay_jh8r1qwxakzcis,not_received,2026-08-18 10:57:16,1592.39
dsp_wiq3nxx34qr2,pay_lsnx8htwabvqf0,not_received,2026-08-18 18:26:34,2159.8
dsp_1o139e3q0fcw,pay_uyzhazy53sgsfl,duplicate,2026-08-18 21:09:51,12685.84
dsp_u52wrpreesws,pay_24awu0qbhr06k4,unclassified,2026-08-19 07:13:36,3742.88
dsp_knbopulw1cdp,pay_s4oxwu6d97d5wk,fraud,2026-08-19 10:53:03,737.0
dsp_nz47x9y30xwl,pay_frlq4wycbzetsg,not_received,2026-08-19 14:32:22,1465.57
dsp_wgjl2ab1q802,pay_spr9gl65qmes2u,not_received,2026-08-19 14:32:40,387.0
dsp_woeha4mp9rbf,pay_9upgekzxccldug,not_received,2026-08-19 15:22:22,11246.91
dsp_zqdtq1zqpj61,pay_7i68tphffc7s1j,fraud,2026-08-19 17:26:22,852.0
dsp_mcwba9rmjp2x,pay_7gn3zj9wuhsjnx,not_received,2026-08-20 07:47:05,6517.97
dsp_nuij9nmlrci5,pay_ugcw8pwky845mp,fraud,2026-08-20 18:31:13,3900.05
dsp_zdfz5ylx6c5j,pay_rv6bg08cay50u6,subscription_cancelled,2026-08-20 21:16:45,4961.82
dsp_rozkp0euebdd,pay_wh9f1x11evgayu,not_as_described,2026-08-21 03:03:44,1351.8
dsp_8jycn0jlz7ql,pay_v4hs0jxygq0lgy,duplicate,2026-08-21 07:15:40,5234.98
dsp_vpipdricm23o,pay_7crljbkb14rakj,not_as_described,2026-08-21 17:26:06,826.72
dsp_mlkmd5zoh4of,pay_qzpjhq27l0tdpn,not_received,2026-08-21 23:54:03,1693.3
dsp_ct7hq8ovukov,pay_mb3hjmedu8cqxc,not_as_described,2026-08-23 05:21:48,1301.06
dsp_zo85k8qizyqm,pay_oy2rsrxp8cjycc,not_received,2026-08-23 05:56:28,1132.89
dsp_ju1ip3y0yhv5,pay_jah5k64hp72fyu,not_as_described,2026-08-23 10:23:40,740.0
dsp_r53yvkj49rse,pay_b1jd4evnmw3qh9,not_received,2026-08-24 04:13:44,10851.4
dsp_l3kanvrva2jf,pay_ifhedzld3my3c7,fraud,2026-08-24 05:14:13,422.0
dsp_z4a2ga095vqx,pay_1rd1ks40ouiq05,not_received,2026-08-24 11:04:57,541.39
dsp_1wukvlqzuwky,pay_bosegtdnd3d4ew,not_received,2026-08-25 01:17:22,7478.36
dsp_9395g6p3648q,pay_o8yiug2b94qu4a,fraud,2026-08-25 22:17:53,3964.74
dsp_oia2sng72i1t,pay_x9fn13gc70jvjo,fraud,2026-08-26 00:04:57,22527.8
dsp_ch226ja9ipy0,pay_sy39b7vhktb4dx,not_received,2026-08-26 03:34:45,13382.6
dsp_bvemzqvjsg27,pay_7e0gijsqeloeud,subscription_cancelled,2026-08-26 06:42:17,263.0
