payment_id,merchant_id,customer_id,amount,method,issuer_bank,card_bin_country,created_at,ip_state,device_id,is_first_txn_for_device,checkout_latency_ms,retry_count,auth_status,exclude_from_modelling,retry_count_raw
pay_cuj805jek63nee,merch_014,cust_025981,465.0,wallet,,,2026-02-18 03:24:08,GJ,dev_dklu7f525dq2,False,1298,0,success,0,0
pay_m1oty6v4cmv7j6,merch_016,cust_013331,66.0,wallet,,,2026-02-18 04:38:30,HR,dev_a6gi9oq24vge,True,881,0,success,0,0
pay_egbhslymfw21gg,merch_015,cust_004437,1937.0,card,Axis Bank,IN,2026-02-18 04:44:49,TN,dev_eg3kw2mxzdb2,True,4207,0,success,0,0
pay_v1o5rn69s25g2f,merch_055,cust_016561,1410.0,upi,,,2026-02-18 04:58:11,KL,dev_z2rdjavofy6o,True,2428,0,success,0,0
pay_uua7g2jnil0gv7,merch_046,cust_023450,1890.29,upi,,,2026-02-18 05:11:27,DL,dev_68zd24bnhjdt,True,3407,0,success,0,0
pay_pxl65ntxsxvf0o,merch_010,cust_012594,1192.71,upi,,,2026-02-18 05:33:08,TN,dev_q67zh8877pnk,True,2245,0,success,0,0
pay_w85ck9oy5fypqm,merch_041,cust_033875,6983.88,netbanking,ICICI Bank,,2026-02-18 05:38:35,DL,dev_nqe0exmvt47q,False,2028,0,success,0,0
pay_bh6sqsk1w5a1iz,merch_059,cust_031407,1060.0,upi,,,2026-02-18 05:53:36,MH,dev_yajk8rlqkdba,True,1806,0,success,0,0
pay_jkzygargfobaso,merch_046,cust_024000,6040.77,netbanking,HSBC India,,2026-02-18 06:18:42,RJ,dev_udd6pny67xg9,False,7103,0,success,0,0
pay_hvthrzyhm8ebml,merch_003,cust_032194,7932.6,emi,State Bank of India,,2026-02-18 07:00:39,MH,dev_yox0tlvf3xjp,True,10107,0,success,0,0
pay_nrj16lapvub1bg,merch_005,cust_000477,342.94,upi,,,2026-02-18 07:14:19,TN,dev_v7grogsd91b6,True,1731,0,success,0,0
pay_qk5e03y4mdg2hb,merch_010,cust_008711,2117.17,card,HDFC Bank,IN,2026-02-18 07:27:13,GJ,dev_94x9d8cc4xch,True,3253,0,success,0,0
pay_zyakd4uuikvsec,merch_059,cust_006077,580.0,wallet,,,2026-02-18 07:34:51,DL,dev_zztpjsummkzv,True,2392,0,success,0,0
pay_ezdwa0nyxi4sxf,merch_011,cust_003690,2174.0,card,Kotak Mahindra Bank,IN,2026-02-18 07:43:58,UP,dev_7hwilahzq5dh,False,1949,1,success,0,1
pay_ufm5b6b0hcajdx,merch_018,cust_026437,259.0,card,HDFC Bank,IN,2026-02-18 07:47:56,MH,dev_kludurb2y6l3,True,5652,0,success,0,0
pay_tboyp0ghne00mn,merch_003,cust_033654,1038.16,upi,,,2026-02-18 07:55:25,UP,dev_cafinm3t7hnx,False,3466,0,success,0,0
pay_g0o7lodjsntdyr,merch_005,cust_029213,540.36,card,HDFC Bank,IN,2026-02-18 08:00:54,PY,dev_z9vsfw9zrb4d,True,2698,0,success,0,0
pay_rvvst2kvcoknye,merch_048,cust_008356,1135.59,netbanking,ICICI Bank,,2026-02-18 08:01:40,DL,dev_diz2g3v3u469,False,7116,0,success,0,0
pay_hysxmwy86govpo,merch_015,cust_011745,232.0,upi,,,2026-02-18 08:12:58,HR,dev_d90j25neahgh,True,5948,0,success,0,0
pay_ofqnhct1jfsays,merch_005,cust_005096,400.34,upi,,,2026-02-18 08:18:38,MP,dev_0h6iink2mklr,False,1092,0,success,0,0
pay_kns68m1lspcmsc,merch_041,cust_029813,6190.83,emi,Yes Bank,,2026-02-18 08:18:47,BR,dev_aabn3b5fxdov,True,5018,1,success,0,1
pay_7u1cjw694kyveu,merch_054,cust_006556,420.0,upi,,,2026-02-18 08:19:43,MH,dev_jre8pzrapl12,True,736,0,success,0,0
pay_ci67r7m3e2w1g3,merch_011,cust_032842,956.0,upi,,,2026-02-18 08:29:56,DL,dev_eu956ojwu342,True,1984,0,success,0,0
pay_ice8ug2ou1go6e,merch_003,cust_012271,3287.88,upi,,,2026-02-18 08:31:50,SK,dev_s06xbg754l82,True,3348,0,success,0,0
pay_pxm4qqsrstoits,merch_030,cust_021195,1407.0,card,Bank of Baroda,IN,2026-02-18 08:32:25,PB,dev_r7y6ku2lvo20,False,6657,0,success,0,0
pay_7qykq6pz8t7h44,merch_057,cust_001309,920.0,card,HDFC Bank,IN,2026-02-18 08:33:03,KL,dev_v79sabnjbhmy,True,3217,0,success,0,0
pay_x3d9cstm373jwm,merch_025,cust_014852,207.0,upi,,,2026-02-18 08:34:50,AP,dev_ofgdeeh7r16m,True,1868,0,success,0,0
pay_bx8sgsugrwuqm6,merch_020,cust_017547,83.0,upi,,,2026-02-18 08:37:32,TN,dev_1rfdozmha8dk,True,1418,0,success,0,0
pay_irj1hpgpv3j0rd,merch_037,cust_030848,5514.01,emi,State Bank of India,,2026-02-18 08:38:49,KA,dev_bk0dlkt1dh6f,False,18894,1,success,0,1
pay_1sw2y0nfs6n2is,merch_005,cust_011850,246.07,upi,,,2026-02-18 08:39:57,DL,dev_nwwt17b5xm24,False,1093,0,success,0,0
pay_lnch59ju800lj7,merch_035,cust_031847,36363.02,netbanking,ICICI Bank,,2026-02-18 08:57:07,MH,dev_4j5nhpnlve85,False,8616,3,success,0,3
pay_z8l6q7b7xswmsf,merch_008,cust_010493,1526.55,upi,,,2026-02-18 08:58:35,UP,dev_9dpd6fi853rj,True,6213,0,success,0,0
pay_yvlxec0nqg67p9,merch_027,cust_006343,271.0,card,ICICI Bank,IN,2026-02-18 09:03:03,DL,,False,4203,1,success,0,1
pay_h99yg8uiqisgcc,merch_003,cust_029484,3193.35,upi,,,2026-02-18 09:08:22,MH,dev_adl6umo78bn1,False,722,0,success,0,0
pay_es25fa1plwssiy,merch_025,cust_034146,1106.0,upi,,,2026-02-18 09:10:07,KA,dev_u3k8tuakykm7,False,4013,0,success,0,0
pay_8uxkapn9po9ki1,merch_019,cust_011278,260.0,upi,,,2026-02-18 09:12:42,MH,dev_0tg0yeqnw258,False,3932,0,success,0,0
pay_qvwmyafq0t198u,merch_027,cust_015587,271.0,card,IndusInd Bank,IN,2026-02-18 09:12:44,HR,dev_cgu7n2swaxi0,False,4201,0,success,0,0
pay_2shqpb0wejt4y2,merch_052,cust_034237,3430.0,wallet,,,2026-02-18 09:12:47,TG,dev_ofvo3424kekr,False,1411,0,success,0,0
pay_2x9uvnyz47fstw,merch_052,cust_023994,820.0,wallet,,,2026-02-18 09:13:04,BR,dev_n6rfvpclqq04,False,1546,0,success,0,0
pay_gqg4p4rxv5hq6t,merch_034,cust_002524,4690.15,netbanking,Axis Bank,,2026-02-18 09:14:15,GJ,dev_1u8gbhjlql09,False,4006,0,success,0,0
pay_phcg4hn0c6cpmn,merch_025,cust_026292,460.0,card,Axis Bank,IN,2026-02-18 09:18:19,MH,dev_jjtpsdcjnb9g,False,4097,0,success,0,0
pay_oupdfmspwpt39o,merch_016,cust_026349,66.0,upi,,,2026-02-18 09:30:11,GA,dev_nr5vvf33m90n,True,1902,0,success,0,0
pay_9z2rlp9lqsjrws,merch_020,cust_013248,83.0,card,Standard Chartered,IN,2026-02-18 09:34:19,DL,dev_hwnwksfj2cmw,True,2944,1,success,0,1
pay_4bsgg3j6xqkofs,merch_007,cust_021807,1086.75,card,IndusInd Bank,IN,2026-02-18 09:58:58,MH,dev_fbfht09r9owu,False,6950,0,success,0,0
pay_sorkav4dr6b4ge,merch_020,cust_027759,83.0,card,IndusInd Bank,IN,2026-02-18 10:03:18,KA,dev_cxwt86ytkxjq,True,27016,0,success,0,0
pay_rwdo4zdgwoq1we,merch_016,cust_012302,159.0,upi,,,2026-02-18 10:04:39,DL,dev_6ra7szb13ou7,False,2201,1,success,0,1
pay_6xbmhb1iuw1g7j,merch_032,cust_014575,2983.89,upi,,,2026-02-18 10:04:59,UP,dev_dx017mv9f3j3,True,2796,0,success,0,0
pay_io8lu4iosp71uu,merch_011,cust_007287,108.0,card,Kotak Mahindra Bank,HK,2026-02-18 10:05:51,DL,dev_fv7frkjbmu6p,False,3605,1,success,0,1
pay_8b7n77i9tm6f35,merch_045,cust_009838,3003.73,upi,,,2026-02-18 10:07:52,DL,dev_lq810ghqvg8m,True,1453,0,success,0,0
pay_ysd8eferaol4th,merch_041,cust_005040,1717.54,upi,,,2026-02-18 10:14:56,KA,dev_iw3662g1dj2x,True,1323,0,success,0,0
pay_s77z9hep65tb17,merch_037,cust_029478,3052.47,card,IndusInd Bank,IN,2026-02-18 10:20:10,RJ,dev_wsjcw0y0wak4,False,3327,0,success,0,0
pay_b35ifehfsno02j,merch_011,cust_034003,2174.0,upi,,,2026-02-18 10:27:17,RJ,dev_ccpfrxwngujb,True,1412,0,success,0,0
pay_5m7123umupi4mm,merch_053,cust_010433,220.0,wallet,,,2026-02-18 10:33:14,HR,dev_5nimgdpfwew0,True,946,0,success,0,0
pay_nlffrheqaharbr,merch_004,cust_028966,1142.02,card,HDFC Bank,IN,2026-02-18 10:33:17,KA,dev_ul51vr4dv02l,True,1391,0,success,0,0
pay_j6z2j6jkhtjm7t,merch_040,cust_001648,13217.09,netbanking,ICICI Bank,,2026-02-18 10:39:02,TG,dev_3xy5uy2k75nu,False,6082,1,success,0,1
pay_lkmx5yilwvabz5,merch_028,cust_015594,258.0,wallet,,,2026-02-18 10:44:57,HR,dev_opfhqypvvmi3,True,733,0,success,0,0
pay_vva5o86zmwx9kw,merch_020,cust_012915,83.0,upi,,,2026-02-18 10:49:56,MH,dev_kqs09eyq7pkg,False,3387,1,success,0,1
pay_kiugp8155eo37u,merch_028,cust_017408,258.0,card,IndusInd Bank,IN,2026-02-18 10:59:05,TN,dev_gawv8dpmpx5t,False,2849,1,success,0,1
pay_sfliwfn2ls7el6,merch_041,cust_006902,3196.27,card,Bank of Baroda,IN,2026-02-18 11:02:42,DL,dev_rhc9xbt65n19,False,4328,1,success,0,1
pay_qobcid5don4xzw,merch_005,cust_034814,1071.94,upi,,,2026-02-18 11:04:07,KL,dev_vmduu57rlpv2,True,1545,0,success,0,0
pay_w6na5b5s0i6d4q,merch_002,cust_013981,1035.89,card,IndusInd Bank,IN,2026-02-18 11:04:34,TG,dev_a90bf241snak,False,3496,0,success,0,0
pay_3sn810a78jtqau,merch_003,cust_011625,2361.35,upi,,,2026-02-18 11:09:03,RJ,dev_qf7cyo6pkrx9,True,926,0,success,0,0
pay_7h55kx7lvkuf7j,merch_016,cust_031547,66.0,card,ICICI Bank,IN,2026-02-18 11:10:29,DL,dev_9z5isumao0d0,False,2033,0,success,0,0
pay_xvkthkhek49efj,merch_008,cust_010642,3970.56,upi,,,2026-02-18 11:15:11,MH,dev_rydsjc2vzog2,True,1342,0,success,0,0
pay_jnzsj7lgapmc2x,merch_035,cust_033771,15140.35,netbanking,ICICI Bank,,2026-02-18 11:18:05,WB,dev_edhiu9dtufy9,False,18749,0,success,0,0
pay_vrh25xaw3kjyzk,merch_002,cust_025589,781.46,card,ICICI Bank,IN,2026-02-18 11:20:26,GJ,dev_ysg283czk78c,False,1933,1,success,0,1
pay_un7xnbu41x449y,merch_045,cust_001539,4953.37,card,ICICI Bank,IN,2026-02-18 11:26:31,MH,dev_4895y5ec7cl7,True,2282,0,success,0,0
pay_lepr88p0ujol3y,merch_010,cust_008959,963.5,upi,,,2026-02-18 11:27:53,MH,dev_7fx8n0o1xkhj,False,952,0,success,0,0
pay_rhv1q6v8ugodpe,merch_037,cust_021960,6564.07,netbanking,HDFC Bank,,2026-02-18 11:31:07,DL,dev_37xbwbu4zo0c,True,7357,2,success,0,2
pay_eov7jkgncb5wm6,merch_005,cust_018665,204.31,card,State Bank of India,IN,2026-02-18 11:36:22,JH,dev_63a9quljmb14,True,4539,2,success,0,2
pay_iuuybq4ur00kq8,merch_029,cust_027073,583.0,card,Bank of Baroda,IN,2026-02-18 11:39:05,DL,dev_dw8enrrrxwy3,False,4490,1,success,0,1
pay_fs26yo40airtn2,merch_002,cust_010626,1025.9,card,HDFC Bank,IN,2026-02-18 11:40:06,GJ,dev_nmgpv68vltpg,True,6518,0,success,0,0
pay_10f2rd1x2c2s3c,merch_008,cust_023807,1748.24,card,Punjab National Bank,IN,2026-02-18 11:43:54,TN,dev_7cakpuoboirf,True,3069,0,success,0,0
pay_qi8ra3umesjntl,merch_002,cust_007560,461.59,upi,,,2026-02-18 11:47:58,BR,dev_xcwyk49tw0lj,True,4467,0,success,0,0
pay_a5ouvuj3iqwd0n,merch_005,cust_019186,1182.87,upi,,,2026-02-18 11:52:15,KA,dev_1llhvya5qilc,True,3302,0,success,0,0
pay_lwserng4mr9y5b,merch_051,cust_026845,560.0,upi,,,2026-02-18 11:53:31,GJ,dev_d93yi5yvhjkv,False,2648,0,success,0,0
pay_ph9ljrcdrp20vr,merch_001,cust_007866,872.08,card,State Bank of India,IN,2026-02-18 11:54:15,MP,dev_lfkq9eqt34by,False,3989,1,success,0,1
pay_dlfiqo3xm1sbo7,merch_008,cust_006381,2321.39,upi,,,2026-02-18 11:54:41,RJ,dev_m52ouc30qe67,True,3122,0,success,0,0
pay_f7j7imr4sdr4j4,merch_054,cust_015449,460.0,netbanking,HDFC Bank,,2026-02-18 11:55:36,RJ,dev_kq8y9l8o5yn8,False,5617,1,success,0,1
pay_5ifde72m9siefh,merch_044,cust_030014,5340.48,netbanking,HDFC Bank,,2026-02-18 11:57:03,RJ,dev_8u0nl2m5uq9r,False,6099,0,success,0,0
pay_pr2qbxsskuawt6,merch_030,cust_033525,586.0,card,Kotak Mahindra Bank,IN,2026-02-18 12:02:11,RJ,dev_uxwn6rdo17i1,False,5900,1,success,0,1
pay_8wb44reze7wy4w,merch_014,cust_032235,116.0,upi,,,2026-02-18 12:02:14,TG,dev_k39mwle9mqun,True,2504,1,success,0,1
pay_7813o10y2q9s8m,merch_030,cust_016127,586.0,card,ICICI Bank,IN,2026-02-18 12:04:21,UP,dev_djbhxhvhcvc2,True,4715,0,success,0,0
pay_oek67nnmu52mpv,merch_012,cust_034108,105.0,card,State Bank of India,IN,2026-02-18 12:15:10,DL,dev_onipfc4cb011,True,3569,0,success,0,0
pay_fni91nggaaoqcm,merch_014,cust_017308,2330.0,upi,,,2026-02-18 12:21:00,MH,dev_9dc5wzayy7f2,True,2494,0,success,0,0
pay_idmpdiirteqb1i,merch_003,cust_030085,2568.27,upi,,,2026-02-18 12:21:13,KA,dev_pvtabgr0zn6e,False,5338,1,success,0,1
pay_1frmi3d78yih8v,merch_003,cust_029009,7730.83,upi,,,2026-02-18 12:22:00,RJ,dev_m5hthm61do1l,False,2859,0,success,0,0
pay_9icmgof47drpa8,merch_007,cust_001719,6108.5,upi,,,2026-02-18 12:23:54,GJ,dev_jm3j9k0j33ra,False,1217,0,success,0,0
pay_np41l1vwdojre4,merch_005,cust_006200,697.04,upi,,,2026-02-18 12:23:54,TN,dev_y292620qgo6g,True,2867,1,success,0,1
pay_ps4vltgyc0qa33,merch_055,cust_020227,380.0,upi,,,2026-02-18 12:24:52,MH,dev_heuf4m78fgs5,False,1947,1,success,0,1
pay_j1t6kzcj09upp4,merch_004,cust_028762,1462.79,upi,,,2026-02-18 12:25:32,RJ,dev_u0h6s1dpwgsn,True,3634,0,success,0,0
pay_tx8i7wntzwg5pm,merch_017,cust_014077,93.0,upi,,,2026-02-18 12:25:42,TG,dev_qo5cjy6a2jld,True,6813,0,success,0,0
pay_y9y6zv29n33n9y,merch_002,cust_005092,3996.34,upi,,,2026-02-18 12:26:49,MH,dev_m3pe9ey3whg4,False,916,0,success,0,0
pay_gd2lq3jz7b7jw6,merch_040,cust_016839,11423.99,netbanking,Kotak Mahindra Bank,,2026-02-18 12:32:11,MH,dev_jecxvskgoj4u,False,10867,3,success,0,3
pay_fq7xar5q0ns6jo,merch_021,cust_017393,493.0,upi,,,2026-02-18 12:33:02,DL,dev_g977o1brwkun,True,2000,1,success,0,1
pay_i49bx0q4x6ufkm,merch_023,cust_012000,731.0,card,HDFC Bank,AE,2026-02-18 12:37:20,KA,dev_xnbstw2qjq5b,False,2581,0,success,0,0
pay_9u6win16idgd9r,merch_045,cust_019458,4311.96,upi,,,2026-02-18 12:38:22,GJ,dev_4njgi1n6hzsr,False,5106,0,success,0,0
pay_c8yf89rgt6yfd3,merch_011,cust_031108,956.0,upi,,,2026-02-18 12:42:51,MH,dev_rdlf9yabs4ti,True,2140,0,success,0,0
pay_4a4zhjd8j2qjbp,merch_044,cust_015239,5820.76,netbanking,State Bank of India,,2026-02-18 12:59:22,RJ,dev_0hjxq8js74wg,True,5936,2,success,0,2
pay_j2ybvq23y1t4m7,merch_008,cust_024068,741.48,card,ICICI Bank,IN,2026-02-18 13:00:10,AP,dev_jc8vdwyzmosh,False,2141,0,success,0,0
pay_srwpctjm040ovq,merch_037,cust_003797,15377.65,netbanking,IDFC First Bank,,2026-02-18 13:01:49,MH,dev_p93yy9jafyu5,False,3023,0,success,0,0
pay_3m8vkqqp0d4e6y,merch_015,cust_008316,232.0,wallet,,,2026-02-18 13:04:37,UP,dev_8wgp807vh814,False,3011,0,success,0,0
pay_mblt5rzoclxonl,merch_012,cust_014980,253.0,card,State Bank of India,IN,2026-02-18 13:06:33,BR,dev_nu50dgedn212,False,1883,0,success,0,0
pay_eqtdseuvkg53mi,merch_021,cust_001881,221.0,upi,,,2026-02-18 13:15:01,WB,dev_ew5t03t4cxab,True,2470,0,success,0,0
pay_6umws42imfk18m,merch_054,cust_013032,980.0,card,Punjab National Bank,IN,2026-02-18 13:15:05,HR,dev_qchtbdy2ffmg,True,3984,0,success,0,0
pay_o2chk2dfhypf1c,merch_016,cust_014982,66.0,upi,,,2026-02-18 13:20:00,TN,dev_01is8byowvi9,False,4117,0,success,0,0
pay_77ckvg1gu821yy,merch_002,cust_031008,1080.46,upi,,,2026-02-18 13:21:56,MP,dev_hquraebl8k9x,False,5707,0,success,0,0
pay_e7vnngtod8fap8,merch_003,cust_023730,654.71,upi,,,2026-02-18 13:27:02,KA,dev_uzpo2cfkb9kb,True,1879,0,success,0,0
pay_baxwq9z2t0espt,merch_017,cust_020717,376.0,wallet,,,2026-02-18 13:29:25,MH,dev_p6qvv51n2g8e,True,3262,0,success,0,0
pay_3mntzzagciksp2,merch_002,cust_011715,848.96,card,ICICI Bank,IN,2026-02-18 13:30:33,WB,dev_pf6toypl8ywr,True,4236,0,success,0,0
pay_ejwxzju8yo94tj,merch_005,cust_023092,2023.06,card,Yes Bank,US,2026-02-18 13:31:28,TG,dev_aswefrejpw9q,True,1733,1,success,0,1
pay_qqs6tmdfilphd2,merch_014,cust_030696,465.0,upi,,,2026-02-18 13:34:49,GA,dev_s7ed77gdhnz0,True,1763,0,success,0,0
pay_7pbd40gbdeim8c,merch_008,cust_034793,1730.08,upi,,,2026-02-18 13:38:42,GJ,dev_dlpd84ugcpvy,True,1245,0,success,0,0
pay_25f9618uej2ph4,merch_010,cust_020347,535.65,card,State Bank of India,IN,2026-02-18 13:41:16,DL,dev_bo7psmxqqiki,True,1681,0,success,0,0
pay_8c7ompqviliu9p,merch_015,cust_033795,852.0,upi,,,2026-02-18 13:45:53,DL,dev_fnfx6ho93i4f,True,2613,0,success,0,0
pay_b2tx5srfx187v3,merch_002,cust_003794,1120.24,upi,,,2026-02-18 13:51:52,KA,dev_ezb6rqgxnwsb,False,3232,0,success,0,0
pay_l6jks1xhxaw9va,merch_025,cust_012259,207.0,card,State Bank of India,IN,2026-02-18 13:53:58,KA,dev_wywdwbfn3xac,False,3598,0,success,0,0
pay_d3r6fkjihw777u,merch_015,cust_029613,232.0,upi,,,2026-02-18 14:01:08,MH,dev_g4bort2pkgwi,True,3245,0,success,0,0
pay_pj8mzizwlir1ix,merch_008,cust_001985,1357.09,card,Union Bank of India,IN,2026-02-18 14:01:12,KA,dev_md0nirne0nze,True,5355,0,success,0,0
pay_ih1ohez3aiim7c,merch_003,cust_008628,696.37,upi,,,2026-02-18 14:06:41,HR,dev_9vg9dr5eb1y1,True,1929,0,success,0,0
pay_hzft2yfxsr8e6r,merch_006,cust_019735,2277.1,upi,,,2026-02-18 14:08:07,TG,dev_dqn4hhckmvxw,False,1661,0,success,0,0
pay_pwgprn5zjbuapa,merch_032,cust_031545,7262.75,emi,State Bank of India,,2026-02-18 14:09:00,AP,dev_gg2wywg0swiy,False,3986,0,success,0,0
pay_a52mhfomb4kc2u,merch_025,cust_031285,460.0,card,AU Small Finance Bank,IN,2026-02-18 14:09:28,AP,dev_lzm8f3a4od9c,False,4306,0,success,0,0
pay_z1z0h32wgtl0v2,merch_025,cust_008703,460.0,wallet,,,2026-02-18 14:10:28,KA,dev_qyyp0nvstvrg,True,750,1,success,0,1
pay_zy3rxeo7zb5uai,merch_007,cust_028579,3021.04,wallet,,,2026-02-18 14:13:47,MH,dev_a5sifcwdbit5,True,1436,1,success,0,1
pay_g4c0k5ye5e5b4q,merch_010,cust_034732,1060.34,upi,,,2026-02-18 14:17:41,GJ,dev_uwpd521azedn,False,3353,0,success,0,0
pay_80vhahua0iy2j2,merch_005,cust_017036,1468.17,upi,,,2026-02-18 14:20:24,MH,dev_m8uvue4hlr14,True,3955,0,success,0,0
pay_ja8sxvbddsxq9j,merch_032,cust_016888,9218.5,netbanking,ICICI Bank,,2026-02-18 14:24:57,KA,dev_no0h27e8fivz,False,6658,0,success,0,0
pay_5y5ib4bc1e5x8q,merch_008,cust_021159,773.96,wallet,,,2026-02-18 14:25:01,UP,dev_kh11752td1kf,True,1295,0,success,0,0
pay_tm84ecmd7grhhy,merch_010,cust_023089,927.76,card,Punjab National Bank,IN,2026-02-18 14:28:33,MH,dev_0qpv8m12qawi,False,4243,0,success,0,0
pay_7ljyfx0e3iw4lc,merch_032,cust_006460,3566.67,card,HDFC Bank,IN,2026-02-18 14:37:55,GJ,dev_kqk8hctj1fkn,True,3812,0,success,0,0
pay_69n15dl0q7x4qs,merch_008,cust_012082,2803.5,upi,,,2026-02-18 14:38:44,UP,dev_1ps073uj4pnx,False,1154,0,success,0,0
pay_oxafzeo4l8f93w,merch_030,cust_002662,263.0,card,State Bank of India,IN,2026-02-18 14:40:29,HR,dev_jk187fku3rce,False,4468,0,success,0,0
pay_xiyegv70h94h82,merch_004,cust_028451,2285.46,upi,,,2026-02-18 14:42:16,TG,dev_2w67jrwm3pl1,True,1341,1,success,0,1
pay_dul688uwwemzev,merch_045,cust_006244,5169.57,card,ICICI Bank,IN,2026-02-18 14:46:34,RJ,dev_ah4xm1cfzmv6,True,2963,0,success,0,0
pay_bileiuvi8klkwd,merch_010,cust_022774,191.59,wallet,,,2026-02-18 14:46:58,WB,dev_kwwosp912w8i,True,1953,0,success,0,0
pay_siaf3ek4wqi5cs,merch_005,cust_027069,1023.44,upi,,,2026-02-18 14:56:54,GJ,dev_wqcito8mly8o,True,2524,0,success,0,0
pay_8asiv1qjudmjuz,merch_003,cust_026018,4454.06,upi,,,2026-02-18 14:59:04,DL,dev_7jloqk6r1zu5,True,1108,0,success,0,0
pay_9j5708mtieh6zd,merch_036,cust_034127,28274.16,netbanking,Bank of Baroda,,2026-02-18 15:04:34,WB,dev_zr90shedn05d,False,1334,2,success,0,2
pay_aikhga4fbx5x9b,merch_015,cust_027396,96.0,card,Yes Bank,IN,2026-02-18 15:06:18,UP,dev_djcj1yzxnriw,True,7670,0,success,0,0
pay_2ok27j04wgzij5,merch_002,cust_012728,2303.38,upi,,,2026-02-18 15:09:58,UP,dev_65lkf681os25,True,2522,0,success,0,0
pay_08i07ooikaiuom,merch_017,cust_029374,828.0,wallet,,,2026-02-18 15:18:19,UP,dev_nohcbsx3493t,False,1713,0,success,0,0
pay_s5hz9thsl66y6w,merch_057,cust_028641,510.0,card,Axis Bank,IN,2026-02-18 15:20:03,UP,dev_0cvfitwz3xhm,False,3844,0,success,0,0
pay_ecdr7e6vde07hd,merch_003,cust_016921,5834.3,card,IDFC First Bank,IN,2026-02-18 15:25:51,AP,dev_68t9odj9i6jr,True,5906,0,success,0,0
pay_b5n63z1gelox7x,merch_051,cust_009981,690.0,card,HDFC Bank,IN,2026-02-18 15:29:45,AP,dev_18zo5ddb7036,True,5102,1,success,0,1
pay_ufg0qoy5qji9lx,merch_012,cust_017281,253.0,upi,,,2026-02-18 15:31:03,TG,dev_x6xkii9uw714,False,1434,0,success,0,0
pay_0oqzy8q9wcci1j,merch_014,cust_028227,116.0,card,Axis Bank,IN,2026-02-18 15:31:59,PB,dev_sr3fncitm2e7,True,4751,0,success,0,0
pay_wt6q4u4wcnf9lo,merch_003,cust_016627,1410.93,upi,,,2026-02-18 15:35:01,TG,dev_6o9w6r05qjkg,False,2274,1,success,0,1
pay_bb0rqtx79xf176,merch_010,cust_016617,972.45,upi,,,2026-02-18 15:35:23,MH,dev_4zzi6qn56wq0,False,1580,0,success,0,0
pay_e7n7jwowctjhff,merch_054,cust_022309,1000.0,upi,,,2026-02-18 15:42:35,KA,dev_nalhkjajdxak,False,1626,0,success,0,0
pay_t31up2pfmivxvu,merch_060,cust_022886,2680.0,card,ICICI Bank,IN,2026-02-18 15:44:52,OD,dev_swj55db3mvwj,True,2419,1,success,0,1
pay_9r2ocvbke2drlm,merch_059,cust_014066,300.0,netbanking,HDFC Bank,,2026-02-18 15:59:26,MH,dev_afm59nfdozok,True,6801,1,success,0,1
pay_nptqrj11xckrr4,merch_054,cust_013186,160.0,upi,,,2026-02-18 16:02:00,AS,dev_b7kr3jnefzjz,False,1325,0,success,0,0
pay_jpe3ivadaoiyuc,merch_056,cust_007380,620.0,card,HDFC Bank,IN,2026-02-18 16:07:03,OD,dev_on7r206hl99m,False,8366,0,success,0,0
pay_xsdgvlwz9p7mxd,merch_015,cust_004593,96.0,upi,,,2026-02-18 16:07:26,AP,dev_k73taroyj6i4,True,6375,0,success,0,0
pay_pvyzi2nxzs8v2x,merch_044,cust_016816,3071.71,netbanking,State Bank of India,,2026-02-18 16:08:53,WB,dev_fvjpp6a6v8pm,False,7039,2,success,0,2
pay_q0arz3mvgdaor8,merch_010,cust_013922,917.07,upi,,,2026-02-18 16:13:46,DL,dev_53e4rqnebdau,True,1526,0,success,0,0
pay_x619v0p2ijpz8f,merch_048,cust_017869,4139.02,emi,State Bank of India,,2026-02-18 16:22:06,WB,dev_87ke4tbqwf8k,True,9084,2,success,0,2
pay_3e0kwxec5f08d6,merch_029,cust_005984,262.0,upi,,,2026-02-18 16:25:34,KA,dev_7n8uixv1wc6t,True,1550,0,success,0,0
pay_g2ytsnt8nclvr5,merch_015,cust_033168,852.0,card,HDFC Bank,IN,2026-02-18 16:26:33,KA,dev_nx7ef7pvbixp,False,3304,2,success,0,2
pay_3mz7mihi08ivaz,merch_045,cust_008733,4297.21,card,Punjab National Bank,IN,2026-02-18 16:29:02,GA,dev_hsohhlv42tuq,True,3855,0,success,0,0
pay_r1cq693354t640,merch_016,cust_019884,587.0,card,Bank of Baroda,IN,2026-02-18 16:29:34,WB,dev_8sx3aaqc8v28,False,3173,1,success,0,1
pay_38jrq6t6jswv40,merch_014,cust_023961,465.0,upi,,,2026-02-18 16:30:39,TN,dev_30r22ev3fond,False,3679,0,success,0,0
pay_rrom60le50fikx,merch_002,cust_028726,1265.25,card,Axis Bank,IN,2026-02-18 16:32:36,MH,dev_a7lf3g75k0fj,False,1437,0,success,0,0
pay_ixo4jqp6kkb3tb,merch_045,cust_026837,4692.71,netbanking,Kotak Mahindra Bank,,2026-02-18 16:37:02,JH,dev_88ex2wisjs5x,True,5931,0,success,0,0
pay_9q9c3sqcxgwcmu,merch_002,cust_022579,1904.8,upi,,,2026-02-18 16:40:46,AP,dev_eyd0oewcjz3x,True,6581,0,success,0,0
