payment_id,shipped_at,delivered_at,delivery_status,tracking_available,address_completeness_score,delivered_ts_missing,timestamps_untrusted
pay_2slgppxzmwpr4w,2026-04-04 01:51:42,2026-04-06 01:05:22,delivered,True,0.8,0,0
pay_0r59u7cwvx3708,2026-04-04 02:04:39,2026-04-08 18:46:30,delivered,True,0.86,0,0
pay_9ojl23qoujhz0b,,,returned,True,0.72,0,1
pay_2cb3cy4vkpm2z9,2026-04-04 02:08:33,2026-04-11 21:07:00,delivered,True,0.86,0,0
pay_mb119omglsv3zf,2026-04-04 02:09:09,2026-04-08 23:26:38,delivered,True,0.96,0,0
pay_eugmm1he1jw2o0,2026-04-04 02:11:20,2026-04-13 13:13:04,delivered,True,0.73,0,0
pay_qxuicy1omeldm3,2026-04-04 02:18:42,2026-04-16 08:04:41,delivered,True,0.78,0,0
pay_3sih6at00f8lxp,2026-04-04 02:31:08,2026-04-19 07:19:57,delivered,True,0.82,0,0
pay_b9wsr4a8ic4i0n,2026-04-04 02:39:45,2026-04-05 08:48:05,delivered,True,0.81,0,0
pay_hljgmookf6cwl9,2026-04-04 02:45:39,2026-04-09 15:49:29,delivered,True,0.72,0,0
pay_bqanfs8duygrqo,2026-04-04 02:49:49,2026-04-06 00:22:24,delivered,True,0.8,0,0
pay_66jkqcho72n13v,2026-04-04 03:01:12,2026-04-09 16:19:18,delivered,True,0.91,0,0
pay_96vw86c9jmw4it,2026-04-04 03:03:10,2026-04-11 00:41:32,returned,True,0.87,0,0
pay_0jscmv6jcoii5s,2026-04-04 03:16:44,2026-04-08 04:55:34,delivered,True,0.76,0,0
pay_v04vm56ecfn701,2026-04-04 03:16:55,2026-04-11 09:26:46,delivered,True,0.74,0,0
pay_8a37a41on5uzcz,2026-04-04 03:21:46,,in_transit,False,0.9,0,0
pay_0kqr8c2aopywup,2026-04-04 03:25:37,2026-04-13 01:35:00,delivered,True,0.79,0,0
pay_v29qbzwtupxe8u,2026-04-04 03:37:08,2026-04-07 12:21:10,returned,True,0.73,0,0
pay_ueo9tm95quw7wx,2026-04-04 03:38:00,2026-04-11 06:47:59,delivered,True,0.78,0,0
pay_4hoakx173odrk7,2026-04-04 03:43:26,2026-04-08 20:02:09,delivered,True,0.64,0,0
pay_5vmsb468l9643k,2026-04-04 03:49:32,2026-04-05 16:35:45,delivered,True,0.87,0,0
pay_e1b57g533unib0,2026-04-04 03:50:24,2026-04-07 10:30:03,delivered,True,0.67,0,0
pay_qdclpnbc1blqgt,2026-04-04 03:58:37,2026-04-08 18:36:42,delivered,True,0.57,0,0
pay_3eu5b6bub6gtvo,2026-04-04 03:59:27,2026-04-08 15:20:37,delivered,True,1.0,0,0
pay_q132oxymglcgtp,2026-04-04 04:01:02,2026-04-08 15:04:32,delivered,True,0.66,0,0
pay_0p9c7k95dj854e,2026-04-04 04:02:00,2026-04-07 16:55:28,delivered,True,0.84,0,0
pay_d14t4sit9oq3kt,2026-04-04 04:03:05,2026-04-11 00:27:48,delivered,True,0.93,0,0
pay_oh6r3t2jw82e83,2026-04-04 04:39:23,2026-04-05 07:23:41,delivered,False,0.72,0,0
pay_2scvorpzcmhbnj,2026-04-04 04:41:46,2026-04-12 08:00:16,returned,True,0.8,0,0
pay_u87h8eod4sy78v,2026-04-04 04:42:55,2026-04-15 20:48:14,returned,True,0.17,0,0
pay_sc2uwjq35qitzc,2026-04-04 04:49:41,2026-04-08 06:06:50,delivered,True,0.93,0,0
pay_lv394f9l5ssfq7,2026-04-04 05:01:50,2026-04-09 00:51:44,delivered,True,0.95,0,0
pay_ti08tzqacbuaac,2026-04-04 05:06:58,2026-04-11 23:04:17,delivered,True,0.7,0,0
pay_9ahcqp1xq3aknl,2026-04-04 05:09:21,2026-04-06 06:44:06,delivered,True,0.83,0,0
pay_p4z9ux5jizioxp,2026-04-04 05:24:02,2026-04-04 20:04:54,delivered,True,0.37,0,0
pay_u9jyi8ahdzp99h,2026-04-04 05:34:04,2026-04-12 05:28:29,delivered,True,0.93,0,0
pay_zofdc0sdccmd8p,2026-04-04 05:46:56,2026-04-11 07:59:09,delivered,True,0.65,0,0
pay_bafym0rf44ckwu,2026-04-04 05:53:45,2026-04-11 09:19:54,delivered,True,0.89,0,0
pay_ti31440l8x8mev,2026-04-04 05:53:50,2026-04-06 09:47:44,delivered,True,0.37,0,0
pay_3my1u673vhf76b,2026-04-04 06:04:46,2026-04-07 14:15:00,delivered,True,0.85,0,0
pay_7jr303lq3wquhq,2026-04-04 06:06:56,2026-04-11 05:42:12,delivered,True,0.96,0,0
pay_i8gvaftti71mw5,2026-04-04 06:15:15,2026-04-16 17:08:17,delivered,True,0.72,0,0
pay_3ag120t299md43,2026-04-04 06:32:44,2026-04-07 20:22:28,delivered,True,0.85,0,0
pay_phk1ipq31y21q4,2026-04-04 06:36:48,2026-04-08 16:22:23,lost,False,0.76,0,0
pay_bumo8492ibhd6b,2026-04-04 06:39:49,2026-04-08 17:39:31,delivered,True,0.59,0,0
pay_i1h9528b4szm5r,2026-04-04 06:45:50,2026-04-11 23:17:24,delivered,True,0.57,0,0
pay_kkwcn6cmiq8hka,2026-04-04 06:52:45,2026-04-14 08:14:44,lost,False,0.59,0,0
pay_idocoo557prax8,2026-04-04 06:53:26,2026-04-05 09:44:00,delivered,True,0.61,0,0
pay_xlo346reswqlht,2026-04-04 06:54:12,2026-04-16 05:13:20,delivered,True,0.89,0,0
pay_qjtrentszoo19y,2026-04-04 06:58:35,2026-04-11 20:24:07,delivered,True,0.62,0,0
pay_1ll2mvp05kt1eb,2026-04-04 07:05:35,2026-04-06 11:22:01,delivered,True,0.76,0,0
pay_u9e5rw713yj3pr,2026-04-04 07:15:39,2026-04-08 13:03:46,delivered,True,0.65,0,0
pay_efusyh03vachzw,2026-04-04 07:21:50,2026-04-06 10:38:29,delivered,True,0.94,0,0
pay_qqr617iu3fbipj,2026-04-04 07:26:46,2026-04-10 10:28:33,delivered,True,0.79,0,0
pay_cm9y2xycl2qlcd,2026-04-04 07:28:21,2026-04-06 16:05:09,delivered,False,0.86,0,0
pay_82kttere17oj02,2026-04-04 07:40:37,2026-04-08 19:47:05,lost,False,0.55,0,0
pay_4fvn3esee59nvp,2026-04-04 08:00:37,2026-04-08 20:28:44,delivered,True,1.0,0,0
pay_divg8qw9d6bgui,2026-04-04 08:13:33,2026-04-06 14:50:53,delivered,True,0.84,0,0
pay_u1bl57t6lt0ixz,2026-04-04 08:16:07,2026-04-08 15:31:30,delivered,True,0.86,0,0
pay_ds39y2xbnv34mi,2026-04-04 08:20:57,2026-04-16 09:14:51,delivered,True,0.68,0,0
pay_u83cut83j5icfd,2026-04-04 08:29:35,2026-04-16 06:51:26,delivered,True,0.8,0,0
pay_dytw4rvzoro3fi,2026-04-04 08:31:30,2026-04-11 09:10:27,returned,True,0.76,0,0
pay_lchwsqorgeki7a,2026-04-04 08:34:25,2026-04-16 17:47:35,delivered,True,0.65,0,0
pay_pehxytsuuop9ik,2026-04-04 08:38:58,2026-04-05 01:49:48,delivered,True,0.5,0,0
pay_x9hkgfp209f0f6,2026-04-04 08:47:40,2026-04-14 13:50:14,returned,True,0.92,0,0
pay_m8ej2ds30koxs8,,,delivered,True,0.79,0,1
pay_dt26nivx61zb7z,2026-04-04 09:26:21,2026-04-17 07:42:00,delivered,True,0.73,0,0
pay_0vj6uc7nl3yuig,2026-04-04 09:42:35,2026-04-17 23:19:33,delivered,True,0.69,0,0
pay_s3z7m6y2clkn9z,2026-04-04 09:51:48,2026-04-09 05:23:02,delivered,True,0.67,0,0
pay_45wxwhhq65b3g1,2026-04-04 09:52:32,2026-04-10 14:44:25,delivered,True,0.77,0,0
pay_x8215462b14u7m,2026-04-04 10:04:35,2026-04-08 09:17:30,delivered,True,0.83,0,0
pay_vs3paloptr5gi1,,,delivered,True,0.69,0,1
pay_nxqy0xl0nosrhh,2026-04-04 10:17:37,2026-04-12 20:15:55,delivered,True,0.71,0,0
pay_c5vrb2i3upgpi6,2026-04-04 10:21:17,2026-04-13 11:02:06,delivered,False,0.93,0,0
pay_b6zgz4ec9etaad,2026-04-04 10:22:33,2026-04-06 04:24:01,delivered,True,1.0,0,0
pay_m5n08rlvdw8186,2026-04-04 10:31:31,2026-04-04 22:36:46,delivered,True,0.61,0,0
pay_pt116h9qfnc4vu,2026-04-04 10:35:56,2026-04-05 11:32:23,delivered,True,0.83,0,0
pay_6w9pne6gqlm5mp,2026-04-04 10:36:21,2026-04-05 17:45:22,delivered,True,0.34,0,0
pay_qv32tnwiwh5m8g,2026-04-04 10:47:36,2026-04-06 04:31:45,delivered,True,0.33,0,0
pay_ujpv8mp6d0gjrb,2026-04-04 10:54:53,2026-04-16 05:01:41,delivered,True,0.54,0,0
pay_rrbhm8g9xpkk9v,2026-04-04 11:28:30,2026-04-15 00:10:39,returned,True,0.49,0,0
pay_ku025po6dr8ehu,2026-04-04 11:30:02,2026-04-06 22:43:30,delivered,True,0.7,0,0
pay_mpf18eplvmuju0,2026-04-04 11:33:56,2026-04-06 13:48:22,delivered,True,0.73,0,0
pay_3xgi8woe74u8zp,2026-04-04 11:42:02,2026-04-06 10:16:43,delivered,True,0.71,0,0
pay_cs6nzflczirj6s,2026-04-04 12:12:59,2026-04-05 20:24:05,delivered,False,0.77,0,0
pay_wpq1qvvpwega67,2026-04-04 12:30:54,2026-04-11 21:42:28,delivered,True,0.63,0,0
pay_tuqwl9unjzykth,2026-04-04 12:56:28,2026-04-06 23:29:04,delivered,True,0.76,0,0
pay_4cyljw1rsor33e,2026-04-04 13:05:25,2026-04-06 18:19:47,delivered,True,0.45,0,0
pay_mca1ufr4qonho5,2026-04-04 13:07:14,2026-04-05 06:48:38,delivered,True,0.87,0,0
pay_05gev1yugr36wl,2026-04-04 13:10:26,2026-04-07 14:25:52,delivered,True,0.82,0,0
pay_fnaekepgxtgp3m,2026-04-04 13:12:25,2026-04-20 18:00:53,delivered,True,0.58,0,0
pay_nisat15e8rheiu,2026-04-04 13:39:42,2026-04-06 04:43:34,delivered,True,0.81,0,0
pay_q61ha4aixegh4j,2026-04-04 13:47:15,2026-04-15 00:10:48,returned,True,0.63,0,0
pay_6ii7ujsnb33vw5,2026-04-04 13:49:15,2026-04-11 04:46:38,lost,False,0.72,0,0
pay_envfdmyghzg46b,2026-04-04 13:53:32,2026-04-08 01:23:52,delivered,True,0.75,0,0
pay_7afl5i5owcnbv9,2026-04-04 14:00:41,2026-04-08 07:21:22,delivered,True,0.88,0,0
pay_d6ezeac5ymy2w3,2026-04-04 14:15:02,,in_transit,True,0.77,0,0
pay_n13atelaionh0t,2026-04-04 14:40:38,2026-04-06 17:30:45,delivered,True,0.8,0,0
pay_e9b8a0uayutom5,2026-04-04 14:41:31,2026-04-07 01:57:25,delivered,True,0.76,0,0
pay_97ctsechvnj82h,2026-04-04 14:53:43,2026-04-09 16:15:42,delivered,True,0.66,0,0
pay_bvphizwv0f23e0,2026-04-04 14:55:46,2026-04-06 02:09:53,delivered,True,0.69,0,0
pay_7dyoo7o6s8n0bm,2026-04-04 14:57:17,2026-04-08 13:42:54,delivered,True,0.85,0,0
pay_xon5uu6kfmzqt5,2026-04-04 14:58:38,2026-04-11 07:16:30,delivered,True,0.65,0,0
pay_rugu5xj2wdkutq,2026-04-04 14:59:13,2026-04-08 10:40:48,delivered,True,0.68,0,0
pay_o0ebl3jr7u9fzv,2026-04-04 15:08:09,2026-04-11 22:30:41,delivered,True,0.85,0,0
pay_kjcgrd73tuguev,2026-04-04 15:19:19,2026-04-05 18:41:03,delivered,True,0.75,0,0
pay_qjd277086ww81o,2026-04-04 15:35:24,2026-04-18 05:27:15,delivered,True,0.67,0,0
pay_hr46ppaslra9vw,2026-04-04 15:44:52,2026-04-09 22:28:03,delivered,True,0.68,0,0
pay_hze7i0kojzq3o9,2026-04-04 15:51:26,2026-04-07 16:56:48,returned,True,0.61,0,0
pay_gh207r7dr5wsbk,2026-04-04 15:53:16,2026-04-17 14:54:40,delivered,True,0.66,0,0
pay_hqq5r74pbm6pcd,2026-04-04 16:09:31,2026-04-09 05:17:55,delivered,True,0.92,0,0
pay_aipn00yxc8m7l3,2026-04-04 16:23:27,2026-04-06 07:17:28,delivered,True,0.66,0,0
pay_rb9j4ngejpfo67,2026-04-04 16:54:15,2026-04-14 05:13:22,delivered,True,0.91,0,0
pay_7jh37vm573tn1t,2026-04-04 17:00:34,2026-04-05 11:20:59,delivered,True,0.8,0,0
pay_7ni9j147ft0qyk,2026-04-04 17:03:47,2026-04-06 05:03:45,delivered,False,0.82,0,0
pay_2h211q16k2b59l,2026-04-04 17:29:33,2026-04-06 05:40:18,delivered,True,0.31,0,0
pay_y997uzcthicvx5,2026-04-04 17:36:35,2026-04-11 15:49:41,delivered,True,0.61,0,0
pay_t1ymqpkhvwpw1p,2026-04-04 17:41:26,2026-04-09 20:47:11,delivered,True,0.55,0,0
pay_13yv0fzujzqcni,2026-04-04 17:59:24,2026-04-13 08:18:07,delivered,True,0.62,0,0
pay_u23t1itul4lszq,2026-04-04 18:05:53,2026-04-06 11:16:51,delivered,True,0.66,0,0
pay_uf77viqwo8tvjn,2026-04-04 18:06:34,2026-04-11 17:20:29,delivered,True,0.87,0,0
pay_6pi2g16wmz2ge8,2026-04-04 18:10:15,2026-04-07 13:29:33,delivered,True,0.72,0,0
pay_tuxiot4uvdqic1,2026-04-04 18:13:06,2026-04-05 22:13:38,delivered,True,0.56,0,0
pay_hfq7hc5x2j25vv,2026-04-04 18:15:29,2026-04-08 06:06:13,delivered,True,0.82,0,0
pay_xcdi6qf355icor,2026-04-04 18:19:55,2026-04-07 02:29:40,delivered,True,0.9,0,0
pay_y01949uyay7uat,2026-04-04 18:21:21,2026-04-07 16:09:14,delivered,True,0.86,0,0
pay_7h29ix13lmix5u,2026-04-04 18:21:28,2026-04-06 04:50:54,delivered,True,0.72,0,0
pay_c5k4pbokd0yza1,2026-04-04 18:21:58,2026-04-07 03:12:43,delivered,True,0.78,0,0
pay_k25x2x7q53d2vw,2026-04-04 18:24:15,2026-04-09 07:03:29,delivered,True,1.0,0,0
pay_s1iknj2ous9mw7,2026-04-04 18:42:35,2026-04-05 20:11:26,delivered,True,0.55,0,0
pay_ucpfjq2bvk8trj,2026-04-04 18:55:25,2026-04-08 09:16:28,delivered,True,0.66,0,0
pay_we7liqx49iu76w,2026-04-04 18:57:12,2026-04-10 07:37:36,delivered,True,0.76,0,0
pay_syws1pl3460k0u,2026-04-04 19:03:27,2026-04-12 10:58:05,delivered,True,0.74,0,0
pay_0xw83xtxjm5k3m,2026-04-04 19:10:49,2026-04-12 12:44:15,delivered,True,0.73,0,0
pay_mo4u74gjnxhdqo,2026-04-04 19:20:13,2026-04-12 01:22:46,delivered,True,0.77,0,0
pay_2hvdbvwho1kac8,2026-04-04 19:24:35,2026-04-05 22:45:43,delivered,True,0.8,0,0
pay_jq06lia88hoc19,2026-04-04 19:30:46,2026-04-11 06:28:00,lost,False,1.0,0,0
pay_etra447v5bswqr,2026-04-04 19:35:53,2026-04-10 10:51:05,lost,False,0.83,0,0
pay_vf4k9lzqmccu7v,2026-04-04 19:43:23,2026-04-10 00:57:33,delivered,True,0.81,0,0
pay_iprsm3pbtiiui5,2026-04-04 19:46:24,2026-04-07 22:34:20,delivered,True,0.81,0,0
pay_bj9ccj70aea1ql,2026-04-04 20:04:12,2026-04-10 08:09:38,delivered,True,0.89,0,0
pay_2nki6417g4yljy,2026-04-04 20:04:20,2026-04-06 00:51:49,delivered,True,0.68,0,0
pay_o22d1qyjt39pl5,2026-04-04 20:06:11,2026-04-08 10:43:16,delivered,True,0.73,0,0
pay_axgclty1tc0ez2,2026-04-04 20:09:29,2026-04-06 16:27:11,delivered,True,0.81,0,0
pay_elcelre4kmhq39,2026-04-04 20:14:02,2026-04-07 05:31:18,delivered,True,0.8,0,0
pay_g1w9n3rewh2diq,2026-04-04 20:14:26,2026-04-08 05:26:17,delivered,True,0.73,0,0
pay_o99dvadgubf7ev,2026-04-04 20:19:19,2026-04-14 11:18:54,delivered,True,0.55,0,0
pay_zbo7r3k4cf9l13,2026-04-04 20:20:40,2026-04-14 21:49:36,delivered,True,0.85,0,0
pay_vgf0x0edhr8lqb,2026-04-04 20:24:03,2026-04-06 06:16:07,delivered,True,0.84,0,0
pay_hi2nbfcof1erkn,2026-04-04 20:39:44,2026-04-08 22:54:21,delivered,True,0.67,0,0
pay_yninojvtlu1e5g,2026-04-04 20:50:59,,in_transit,True,0.92,0,0
pay_sr5dx98kqv4l0j,2026-04-04 20:51:47,,in_transit,True,0.59,0,0
pay_cat2xlej6nmt8o,2026-04-04 20:53:34,2026-04-10 19:04:03,delivered,True,0.77,0,0
pay_wodb0m9frnzwjr,2026-04-04 20:57:57,2026-04-09 22:19:26,delivered,True,0.82,0,0
pay_908p7spofvey9z,2026-04-04 21:03:49,2026-04-06 22:05:49,delivered,True,0.67,0,0
pay_zm7ikhksnnp26s,2026-04-04 21:07:03,2026-04-11 03:59:06,delivered,False,0.76,0,0
pay_yj82i4ggrbp7zt,2026-04-04 21:09:48,2026-04-09 23:30:58,delivered,True,0.71,0,0
pay_dxlq6jfo08eq72,2026-04-04 21:10:28,2026-04-06 22:47:56,delivered,True,0.74,0,0
pay_mxplum4akqt2g3,2026-04-04 21:13:09,2026-04-12 17:27:22,delivered,True,0.52,0,0
pay_noyadmmcak7k9q,2026-04-04 21:17:27,2026-04-08 04:35:33,delivered,True,0.93,0,0
pay_tvyxudjc7ig9mk,2026-04-04 21:26:08,2026-04-09 07:33:20,delivered,True,0.68,0,0
pay_w2l1ykzogzkyuv,2026-04-04 21:27:07,2026-04-08 00:42:07,delivered,True,0.65,0,0
pay_7h4zxso3mgr9hg,2026-04-04 21:30:56,2026-04-13 03:01:37,returned,True,0.82,0,0
pay_ljvlzrql78vnqd,2026-04-04 21:33:23,2026-04-10 04:41:28,delivered,True,0.87,0,0
pay_lozocp9hdq3rox,2026-04-04 21:49:34,2026-04-16 21:00:28,delivered,True,0.59,0,0
pay_syevbrr5t8985d,2026-04-04 21:52:14,2026-04-06 11:05:36,delivered,True,0.47,0,0
pay_np9s2vy16weqs9,2026-04-04 21:56:23,2026-04-08 09:39:48,delivered,False,0.57,0,0
pay_03gcorztycd3jg,2026-04-04 22:09:35,2026-04-08 21:50:22,delivered,True,0.9,0,0
pay_pdui9srxnomiu9,2026-04-04 22:15:26,2026-04-08 21:29:07,delivered,True,0.76,0,0
pay_21l7qwltt1xp9v,2026-04-04 22:21:06,2026-04-11 23:54:13,delivered,True,0.9,0,0
pay_sqvbm8vc2b042f,2026-04-04 22:30:15,2026-04-08 01:24:30,delivered,True,0.88,0,0
pay_h6vvmjyafqne62,2026-04-04 22:31:38,2026-04-10 00:05:39,delivered,True,0.7,0,0
pay_0kugj1ks6p9p0e,2026-04-04 22:35:51,2026-04-13 07:18:22,returned,True,0.7,0,0
pay_fz1q2zphrxc7n0,2026-04-04 23:01:06,2026-04-08 14:14:44,delivered,True,0.85,0,0
pay_kroj7b2tpstzgg,2026-04-04 23:02:39,2026-04-09 22:55:08,delivered,True,0.62,0,0
pay_hyhzmhf7xn09do,2026-04-04 23:08:45,2026-04-16 06:55:27,delivered,True,0.68,0,0
pay_5bnefouzbcrpoc,2026-04-04 23:12:06,2026-04-09 22:32:48,delivered,True,0.83,0,0
pay_2bzti8wh7fqkq4,2026-04-04 23:13:43,2026-04-09 01:37:02,delivered,True,0.78,0,0
pay_8sto3d8h0rxje1,2026-04-04 23:19:30,2026-04-14 18:32:28,delivered,True,0.89,0,0
pay_5xtyyy5wqc3t0e,2026-04-04 23:41:03,2026-04-08 22:55:41,delivered,True,0.82,0,0
pay_3eayrp5zzqleld,2026-04-05 00:05:09,2026-04-10 16:53:46,delivered,True,0.92,0,0
pay_sg0ajpjwsb31v9,2026-04-05 00:05:31,2026-04-12 20:22:20,delivered,True,0.78,0,0
pay_e6a7k00v3i6jmp,,,delivered,True,0.51,0,1
pay_01ibc9q6i7p0pk,2026-04-05 00:10:26,2026-04-07 08:32:07,lost,True,0.87,0,0
pay_ks7gmtjp9bxjh3,2026-04-05 00:13:02,2026-04-09 17:40:40,delivered,True,0.98,0,0
pay_s7klxcgj1zakuh,2026-04-05 00:14:19,2026-04-05 17:58:41,delivered,True,0.78,0,0
pay_g7rmi79m0hj0o4,2026-04-05 00:14:46,2026-04-09 17:24:35,delivered,True,0.9,0,0
pay_97kf8oxxg61a3v,2026-04-05 00:32:55,2026-04-12 09:06:55,delivered,True,0.59,0,0
pay_xhcxthy3m5r13k,2026-04-05 00:42:50,2026-04-06 16:37:16,delivered,True,0.59,0,0
pay_p9y0k5hl3y30lq,2026-04-05 00:43:46,2026-04-08 14:41:23,delivered,True,0.9,0,0
pay_zii6qhhn5mfiaf,2026-04-05 00:49:48,2026-04-07 15:59:28,delivered,True,0.73,0,0
pay_dowqz4t8pcu9jg,2026-04-05 00:51:14,2026-04-11 02:19:29,delivered,True,0.58,0,0
pay_hyxjxvrhtlefdq,2026-04-05 00:55:34,2026-04-13 20:24:38,delivered,True,0.87,0,0
pay_zn2aeozeibvon4,2026-04-05 01:03:13,2026-04-14 00:43:00,returned,True,0.67,0,0
pay_66a1k4qfmlz1um,2026-04-05 01:03:34,2026-04-10 02:09:45,delivered,True,0.66,0,0
pay_vztt4cdf4c2thm,2026-04-05 01:08:09,2026-04-10 01:03:11,delivered,True,0.5,0,0
pay_wwk2qsvcxecd4b,2026-04-05 01:11:37,2026-04-07 10:43:55,delivered,True,0.17,0,0
pay_9yd16xk29iiqwf,2026-04-05 01:13:22,2026-04-06 03:21:19,delivered,True,0.62,0,0
pay_diosfumk1yxedz,2026-04-05 01:18:04,2026-04-06 06:22:16,delivered,True,0.78,0,0
pay_0z6y1oeeb42pxj,2026-04-05 01:20:13,2026-04-08 02:08:46,delivered,True,0.84,0,0
pay_7trxiwp57y5cuo,2026-04-05 01:23:39,2026-04-11 08:08:12,delivered,True,0.87,0,0
pay_p0frwvjctfurip,2026-04-05 01:46:07,2026-04-07 20:56:46,delivered,True,0.93,0,0
pay_unvj4pve4bux16,2026-04-05 02:08:13,2026-04-11 06:19:49,delivered,True,0.65,0,0
pay_k7wj7vs2clu39l,2026-04-05 02:09:32,2026-04-08 20:41:55,delivered,True,0.84,0,0
pay_7j9tgvzt6q2hnd,2026-04-05 02:12:29,2026-04-09 05:34:56,delivered,True,0.33,0,0
pay_w1te82jz59pghw,2026-04-05 02:17:17,2026-04-15 06:52:28,delivered,True,0.28,0,0
pay_y13do2q0r9iu1c,,,delivered,False,0.82,0,1
pay_htqc3fg0sevb6t,2026-04-05 02:26:04,2026-04-07 12:02:21,delivered,True,0.83,0,0
pay_qae03jnozdt3fj,2026-04-05 02:29:24,2026-04-13 02:59:21,delivered,True,0.93,0,0
pay_h4evtywkuxayyj,2026-04-05 02:29:58,2026-04-09 18:39:13,delivered,True,0.94,0,0
pay_9k94d6q6qv594h,2026-04-05 02:31:19,2026-04-10 23:54:40,delivered,True,0.95,0,0
pay_xg08o366skhs8h,2026-04-05 02:35:47,2026-04-09 18:49:56,delivered,False,0.46,0,0
pay_kiekl6id4l7af8,2026-04-05 02:45:00,,in_transit,True,0.58,0,0
pay_yb8d206b3qnn2s,2026-04-05 02:46:57,2026-04-09 17:17:12,delivered,True,0.82,0,0
pay_9v55pcm0lwjnok,2026-04-05 02:49:31,2026-04-12 20:45:52,delivered,True,0.81,0,0
pay_dzy3qkex08ed7b,2026-04-05 02:52:20,2026-04-08 06:00:45,delivered,True,0.63,0,0
pay_td4veifw0p9cqz,2026-04-05 02:53:09,2026-04-06 14:55:23,delivered,True,0.84,0,0
pay_8zgbhgpf94ratw,2026-04-05 03:24:49,2026-04-11 02:34:40,delivered,True,0.46,0,0
pay_909qsnb0vdew24,2026-04-05 03:25:24,2026-04-13 19:03:23,delivered,True,0.7,0,0
pay_t6dxs2f7sbpxs4,2026-04-05 03:27:37,2026-04-09 22:02:38,delivered,True,0.78,0,0
pay_0isu5yjtm1skbu,2026-04-05 03:31:21,2026-04-09 21:19:32,returned,True,0.69,0,0
pay_xe73kfp35ymrdt,2026-04-05 03:42:51,2026-04-10 12:10:12,returned,False,0.83,0,0
pay_2qd87rur47g97f,2026-04-05 04:01:30,2026-04-06 11:09:17,delivered,False,0.64,0,0
pay_i3bt4m06wnbkq9,2026-04-05 04:17:34,2026-04-20 06:18:17,returned,True,0.98,0,0
pay_m49omwf4olnewy,2026-04-05 04:18:50,2026-04-10 06:00:02,delivered,True,0.67,0,0
pay_cbr5epa1bhiuqe,2026-04-05 04:19:07,2026-04-07 19:14:35,delivered,True,0.92,0,0
pay_zi4gwi5meqgjrh,2026-04-05 04:28:41,2026-04-08 16:20:19,delivered,True,0.6,0,0
pay_7ya4n68b4nbx9u,2026-04-05 04:33:30,2026-04-09 09:39:24,delivered,True,0.92,0,0
pay_v47hfkgtw9cels,2026-04-05 04:42:44,2026-04-07 11:37:14,delivered,True,0.5,0,0
pay_u5g4ffwf154rst,2026-04-05 05:02:07,2026-04-12 01:47:45,delivered,True,0.73,0,0
pay_s5ns4d342eh7tn,2026-04-05 05:02:07,2026-04-09 20:29:13,delivered,True,0.85,0,0
pay_hldkoeee519z0z,2026-04-05 05:14:42,2026-04-06 13:49:52,delivered,True,0.94,0,0
pay_ejkxy6zo2xbh2f,2026-04-05 05:17:54,2026-04-07 12:08:32,delivered,True,0.71,0,0
pay_xzwi2qcudmsxjt,2026-04-05 05:18:43,2026-04-07 05:33:30,delivered,True,0.68,0,0
pay_7gnd44k8adm63v,2026-04-05 05:19:50,2026-04-11 22:22:56,delivered,True,0.75,0,0
pay_9o31c0gsu8u9l2,2026-04-05 05:22:37,2026-04-07 23:44:16,delivered,True,0.79,0,0
pay_9kniv5w03qa3y4,2026-04-05 05:22:43,2026-04-20 01:11:35,returned,True,0.32,0,0
pay_9jk60k9dcxn6gd,2026-04-05 05:32:11,2026-04-13 21:41:07,delivered,True,0.61,0,0
pay_v5rbcrnple7trb,2026-04-05 05:34:18,2026-04-08 08:50:31,delivered,True,0.74,0,0
pay_hwerap2g5443cf,2026-04-05 05:42:07,2026-04-11 21:17:46,delivered,True,0.61,0,0
pay_9060xvo940l21u,2026-04-05 05:47:40,2026-04-14 20:09:33,delivered,True,0.82,0,0
pay_v7nfn97env9rwe,2026-04-05 05:50:29,2026-04-07 02:40:24,delivered,True,0.89,0,0
pay_k1bdozzxyos116,2026-04-05 06:02:55,2026-04-07 10:56:36,delivered,True,0.48,0,0
pay_td2qdhdw4nrvdb,2026-04-05 06:06:53,2026-04-08 04:41:42,delivered,True,0.79,0,0
pay_dqswtylzvx1b8s,2026-04-05 06:12:32,2026-04-08 15:22:50,delivered,True,0.77,0,0
pay_y7ea84uejch668,2026-04-05 06:19:28,2026-04-12 04:34:05,delivered,True,0.92,0,0
pay_tyoruhvk0xzq9m,2026-04-05 06:27:51,2026-04-17 13:45:30,returned,True,0.64,0,0
pay_zp2h0w0zfidjxv,2026-04-05 06:30:33,2026-04-21 07:17:23,delivered,True,0.55,0,0
pay_0bhatubbgc3k3x,2026-04-05 06:32:55,2026-04-07 19:41:40,delivered,True,0.85,0,0
pay_9resflb2l3e0d1,2026-04-05 06:39:20,2026-04-10 03:09:11,returned,True,0.85,0,0
pay_tih12z0d103cz0,2026-04-05 06:41:13,2026-04-14 06:38:19,delivered,True,0.93,0,0
pay_qqx2tv3mssh1au,2026-04-05 06:43:05,2026-04-09 19:50:21,delivered,True,0.59,0,0
pay_2xp4u4tf3z3xq1,2026-04-05 07:04:41,2026-04-09 12:03:12,delivered,True,0.74,0,0
pay_blsz4ovgvfejx7,2026-04-05 07:06:35,2026-04-07 05:58:51,delivered,True,0.77,0,0
