payment_id,created_at,amount,log_amount,amount_vs_merchant_avg_ratio,hour_of_day,day_of_week,is_night_txn,retry_count,checkout_latency_ms,is_foreign_bin,is_first_txn_for_device,account_age_implausible,account_age_days_at_txn,refund_window_days,delivery_sla_days_filled,is_physical_goods,phone_verified,method,merchant_category,email_domain_type,txns_last_24h,txns_last_7d,distinct_devices_30d,amount_vs_own_avg,has_prior_history,ip_state_changed_from_prev_txn,prior_disputes_before_this_txn,merchant_dispute_rate_trailing_90d,is_disputed
pay_n998lex4hjdpq2,2026-02-01 17:26:31,263.0,5.575949103146316,0.5036673880153973,17,6,0,0,3487,0,1,0,237,0,0,0,1,card,subscription,personal,0.0,0.0,0.0,1.0,0,0,0,0.003472222222222222,0
pay_daz247y5rzehv3,2026-02-01 17:28:41,690.0,6.53813982376767,0.7411704047434906,17,6,0,0,1907,0,0,0,221,1,2,1,1,upi,ticketing,personal,0.0,0.0,1.0,4.339622641509434,1,1,0,0.004319654427645789,0
pay_shix850kdn8bpt,2026-02-01 17:29:41,253.0,5.537334267018537,0.5576003350009917,17,6,0,0,1661,0,1,0,33,3,0,0,0,upi,gaming,unknown,0.0,0.0,0.0,1.0,0,0,0,0.005970149253731343,0
pay_zfq6m3715l9trm,2026-02-01 17:30:11,263.0,5.575949103146316,0.5036673880153973,17,6,0,0,3342,1,1,0,1302,0,0,0,1,card,subscription,personal,0.0,1.0,1.0,0.06619299662994592,1,1,0,0.003472222222222222,0
pay_9bccw1vz6cdajh,2026-02-01 17:30:50,589.06,6.380224226644442,0.663430566505237,17,6,0,0,1096,0,0,0,114,30,5,1,1,upi,d2c,personal,0.0,0.0,1.0,0.5124555779327264,1,0,0,0.0024330900243309003,0
pay_k47vwz4w7me5u1,2026-02-01 17:36:52,9343.62,9.142556055606489,2.212314074242446,17,6,0,2,11046,0,1,0,134,7,0,0,1,netbanking,edtech,corporate,0.0,0.0,0.0,1.0,0,0,0,0.006711409395973154,0
pay_16akhhpuusldjl,2026-02-01 17:43:32,96.0,4.574710978503383,0.24406986499885594,17,6,0,0,1351,0,1,0,211,5,0,0,0,upi,gaming,personal,0.0,0.0,0.0,1.0,0,0,0,0.0037735849056603774,0
pay_iro4vlqq5smtss,2026-02-01 17:46:24,828.0,6.720220155135295,2.1061199572671314,17,6,0,0,1045,0,1,0,271,5,2,1,0,wallet,gaming,disposable,0.0,0.0,0.0,1.0,0,0,0,0.006042296072507553,0
pay_bbkodye6g4uiaq,2026-02-01 17:56:52,108.0,4.6913478822291435,0.25022589838048237,17,6,0,1,1295,0,0,0,236,3,0,0,1,card,gaming,corporate,0.0,1.0,1.0,0.22040816326530613,1,1,0,0.0039447731755424065,0
pay_9b9b1wlidprvs3,2026-02-01 17:57:06,1335.0,7.197435354096591,5.137183976603686,17,6,0,1,3885,0,1,0,520,2,0,0,1,card,gaming,personal,0.0,0.0,0.0,1.0,0,0,0,0.0034423407917383822,0
pay_crsmmzotccnwny,2026-02-01 17:57:42,1859.26,7.528471541884478,0.37055062620078283,17,6,0,1,3621,0,0,0,153,30,0,0,1,netbanking,edtech,personal,0.0,0.0,0.0,1.0,1,1,0,0.0056022408963585435,0
pay_8i10gpr75v6gk8,2026-02-01 18:03:03,438.59,6.085842474318043,0.28256569834489775,18,6,0,0,1161,0,0,0,536,15,4,1,0,upi,d2c,disposable,0.0,1.0,1.0,0.35209871191230246,1,1,0,0.004484304932735426,0
pay_laf4g9vp0t55oh,2026-02-01 18:06:17,2981.78,8.000611030537867,0.6430976213122144,18,6,0,0,3643,0,1,0,987,30,0,0,1,upi,edtech,corporate,0.0,0.0,0.0,1.0,0,0,0,0.006825938566552901,0
pay_gluiqhkar3yebn,2026-02-01 18:12:36,2295.31,7.7390587657470284,1.7870678916225473,18,6,0,0,7016,0,0,0,1763,15,7,1,1,card,d2c,personal,0.0,1.0,1.0,0.8086348423463097,1,1,0,0.0027137042062415195,0
pay_rnshljwxb8ds2s,2026-02-01 18:16:16,5656.7,8.640772728186429,1.372862145875249,18,6,0,1,3273,0,1,0,176,15,0,0,0,emi,edtech,personal,0.0,0.0,0.0,1.0,0,0,0,0.007380073800738007,0
pay_y3s7pgqy5bhmr1,2026-02-01 18:20:31,1737.48,7.460766447211481,0.7983715330747881,18,6,0,0,533,0,1,0,197,15,7,1,1,upi,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.0025940337224383916,0
pay_ee51usctdsel1t,2026-02-01 18:22:43,334.0,5.814130531825066,0.942810365268447,18,6,0,0,1987,0,1,0,121,3,0,0,1,upi,gaming,personal,0.0,0.0,0.0,1.0,0,0,0,0.004329004329004329,0
pay_cal9s13482jt2g,2026-02-01 18:26:10,973.47,6.881893733455789,1.096373465480347,18,6,0,1,2066,0,1,0,946,30,5,1,0,upi,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.0024330900243309003,0
pay_8i2h0qlh3eqejx,2026-02-01 18:26:20,519.23,6.2542710214785675,0.325038812099359,18,6,0,0,1535,0,1,0,155,21,3,1,0,upi,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.0034542314335060447,0
pay_qpapdte60sopyw,2026-02-01 18:27:15,583.0,6.369900982828227,1.2429643527204501,18,6,0,0,805,0,1,0,446,14,0,0,1,card,subscription,corporate,0.0,0.0,0.0,1.0,0,0,0,0.005813953488372093,0
pay_6i71bkf4di6g8v,2026-02-01 18:28:00,1694.58,7.435780144174193,0.7786589960850625,18,6,0,0,1315,0,0,0,1457,15,7,1,1,upi,d2c,personal,0.0,0.0,1.0,20.416626506024095,1,1,0,0.0025940337224383916,0
pay_huxvyuic3msg68,2026-02-01 18:31:54,852.0,6.748759547491679,2.1661200518648465,18,6,0,0,3714,0,1,0,139,5,0,0,1,netbanking,gaming,personal,0.0,0.0,0.0,1.0,0,0,0,0.0037735849056603774,0
pay_hgte24t4342idr,2026-02-01 18:33:42,66.0,4.204692619390966,0.25397314041636204,18,6,0,0,5209,0,1,0,455,2,0,0,1,card,gaming,corporate,0.0,0.0,0.0,1.0,0,0,0,0.0034423407917383822,0
pay_82ob2jcbar9r2s,2026-02-01 18:37:46,258.0,5.556828061699537,0.5569948186528497,18,6,0,0,739,0,1,0,231,5,0,0,0,upi,subscription,personal,0.0,0.0,0.0,1.0,0,0,0,0.005952380952380952,0
pay_rzwtpzqz8p75wa,2026-02-01 18:39:53,1392.57,7.239624078886047,0.6398854926755747,18,6,0,0,4736,0,1,0,140,15,7,1,1,netbanking,d2c,corporate,0.0,0.0,0.0,1.0,0,0,0,0.0025940337224383916,0
pay_nhrfsq9f9kz9gj,2026-02-01 18:41:03,861.12,6.759394472111613,0.5390625,18,6,0,0,4141,0,1,0,199,21,3,1,1,card,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.0034542314335060447,0
pay_nf5s9l0hkjafcv,2026-02-01 18:43:46,86.0,4.465908118654584,0.2449235325947655,18,6,0,0,993,0,1,0,103,1,0,0,1,upi,gaming,personal,0.0,0.0,0.0,1.0,0,0,0,0.007662835249042145,0
pay_9w4prit3sb9qx2,2026-02-01 18:46:08,3221.46,8.077900322013264,0.7627537611342359,18,6,0,0,2733,0,1,0,103,7,0,0,1,upi,edtech,corporate,0.0,0.0,0.0,1.0,0,0,0,0.006711409395973154,0
pay_2vqeiinz2k9j6f,2026-02-01 18:56:03,6376.98,8.760606711785845,0.42695738514060444,18,6,0,1,4971,0,1,0,112,14,2,1,1,emi,travel,personal,0.0,0.0,0.0,1.0,0,0,0,0.004415011037527594,0
pay_a87wh13c7olp7w,2026-02-01 18:58:54,1129.13,7.030087949337092,0.8791108688881969,18,6,0,0,909,0,1,0,55,15,7,1,1,upi,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.0027137042062415195,0
pay_nadf8rv1sfuddy,2026-02-01 19:05:07,387.0,5.961005339623274,0.983906643276638,19,6,0,0,1097,0,0,0,492,5,0,0,1,wallet,gaming,personal,0.0,0.0,2.0,0.8981619012253992,1,1,0,0.0037735849056603774,0
pay_8f3rq9lbkd5gii,2026-02-01 19:06:36,1730.15,7.456541206534523,0.9907575488607276,19,6,0,0,4716,0,1,0,284,7,5,1,1,card,d2c,personal,0.0,0.0,1.0,0.4518153306191945,1,1,0,0.005934718100890208,0
pay_97z00f7o4n4tln,2026-02-01 19:07:10,263.0,5.575949103146316,0.5036673880153973,19,6,0,0,4150,0,0,0,724,0,0,0,0,card,subscription,personal,0.0,0.0,2.0,0.618096357226792,1,1,0,0.003472222222222222,0
pay_v7z6ymwrqbh5jp,2026-02-01 19:08:58,3073.36,8.030852028497247,0.7276877252300247,19,6,0,1,3334,0,0,0,43,7,0,0,1,netbanking,edtech,corporate,0.0,1.0,1.0,5.235706984667803,1,1,0,0.006711409395973154,0
pay_kuatx60us680n8,2026-02-01 19:13:56,20206.8,9.91382394747083,1.9774199830312258,19,6,0,0,6383,0,1,0,196,30,2,1,1,emi,travel,personal,0.0,0.0,0.0,1.0,0,0,0,0.005934718100890208,0
pay_1pnwns1uhtnxde,2026-02-01 19:15:15,737.0,6.6039438246004725,2.0803929317450462,19,6,0,0,1773,0,0,0,609,3,0,0,1,upi,gaming,corporate,0.0,0.0,1.0,0.44697006452864974,1,1,0,0.004329004329004329,0
pay_rh3cdhmh6a7vdz,2026-02-01 19:20:31,350.0,5.860786223465865,0.5799695101743223,19,6,0,0,5659,0,0,0,180,5,3,1,1,card,ticketing,personal,0.0,1.0,1.0,0.046288336661685164,1,1,0,0.006006006006006006,0
pay_rxe3f4owvv50wh,2026-02-01 19:30:12,64.0,4.174387269895637,0.25909882191004413,19,6,0,0,1393,0,1,0,656,1,3,1,1,card,gaming,corporate,0.0,0.0,0.0,1.0,0,0,0,0.008620689655172414,0
pay_uzauw0lj3tzq8g,2026-02-01 19:30:59,207.0,5.337538079701318,0.5058774652361984,19,6,0,1,6133,0,1,0,452,14,0,0,1,card,subscription,personal,0.0,0.0,0.0,1.0,0,0,0,0.004618937644341801,0
pay_c1p4p71ppium8c,2026-02-01 19:31:45,32429.02,10.386839816014094,1.4946142944382352,19,6,0,0,4467,0,1,0,147,30,5,1,1,emi,travel,personal,0.0,0.0,0.0,1.0,0,0,0,0.00881057268722467,0
pay_j8z1rvkj398qcw,2026-02-01 19:33:39,2696.99,7.900262330311611,1.2306369037297973,19,6,0,1,1901,0,0,0,1279,14,5,1,1,upi,d2c,corporate,0.0,0.0,0.0,1.0,1,1,0,0.004434589800443459,0
pay_e4dqwkez5athk4,2026-02-01 19:36:24,791.66,6.675394378118318,0.8916094154747156,19,6,0,0,1013,0,0,0,578,30,5,1,1,upi,d2c,personal,0.0,0.0,1.0,1.824101382488479,1,1,0,0.0024330900243309003,0
pay_ix4iko5m8spo1k,2026-02-01 19:37:31,464.02,6.1420804154151085,0.5226038968352292,19,6,0,0,2480,0,1,0,1035,30,5,1,1,upi,d2c,corporate,0.0,0.0,0.0,1.0,0,0,0,0.0024330900243309003,0
pay_xnoof30va1x3eh,2026-02-01 19:37:55,1539.54,7.339888283295208,1.7339114765176258,19,6,0,1,719,0,1,0,2098,30,5,1,1,wallet,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.0024330900243309003,0
pay_gphr9wpkifjki4,2026-02-01 19:45:12,300.0,5.707110264748875,0.38618487957468167,19,6,0,0,2230,0,0,0,240,5,3,1,1,upi,ticketing,corporate,0.0,1.0,1.0,0.298943732146416,1,1,0,0.008130081300813009,0
pay_oxrw4upb2hn012,2026-02-01 19:47:47,232.0,5.4510384535657,0.5898355070805685,19,6,0,0,1111,0,0,0,155,5,0,0,0,wallet,gaming,personal,1.0,1.0,1.0,0.4468154767636693,1,1,0,0.0037735849056603774,0
pay_dwuc1ck5yi244n,2026-02-01 19:50:01,2805.19,7.939582970415666,1.28898395427059,19,6,0,1,4521,0,1,0,262,15,7,1,1,card,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.0025940337224383916,0
pay_i60t5m361fo4ub,2026-02-01 19:50:35,640.0,6.46302945692067,0.6874624043997594,19,6,0,0,1722,0,1,0,914,1,2,1,1,card,ticketing,personal,0.0,0.0,0.0,1.0,0,0,0,0.004319654427645789,0
pay_hdvevvq42apmlx,2026-02-01 19:52:10,1499.93,7.313840194969707,0.6892173801165291,19,6,0,0,1655,0,0,0,49,15,7,1,0,upi,d2c,personal,0.0,0.0,1.0,0.45610124703900456,1,1,0,0.0025940337224383916,0
pay_y16p5mjyzc0pm5,2026-02-01 19:53:51,930.62,6.836925006221134,1.0481135262980066,19,6,0,1,945,0,1,0,210,30,5,1,1,upi,d2c,corporate,0.0,0.0,0.0,1.0,0,0,0,0.0024330900243309003,0
pay_3oyzcdjngl24pv,2026-02-01 20:03:40,279.0,5.634789603169249,0.5689581336541795,20,6,0,0,3728,0,1,0,188,3,0,0,1,card,gaming,corporate,0.0,0.0,0.0,1.0,0,0,0,0.005714285714285714,0
pay_l8b8kjwhd2zfd1,2026-02-01 20:03:45,93.0,4.543294782270004,0.23655695172203287,20,6,0,0,3501,0,1,0,134,5,2,1,1,upi,gaming,personal,0.0,0.0,0.0,1.0,0,0,0,0.006042296072507553,0
pay_pejjm6u698dxs3,2026-02-01 20:05:08,9847.63,9.195087638198322,0.6593275115543988,20,6,0,0,4865,0,1,0,1241,14,2,1,1,netbanking,travel,corporate,0.0,0.0,0.0,1.0,0,0,0,0.004415011037527594,0
pay_cvuqo3c7grkjw7,2026-02-01 20:09:10,896.6,6.799724534768432,0.7414881036065465,20,6,0,0,1304,0,0,0,267,21,5,1,1,upi,d2c,corporate,0.0,0.0,1.0,0.6888233305675916,1,1,0,0.003418803418803419,0
pay_0zgf5zz0b6h36i,2026-02-01 20:11:22,300.0,5.707110264748875,0.4971167230065619,20,6,0,0,1515,0,1,0,63,5,3,1,1,upi,ticketing,personal,0.0,0.0,0.0,1.0,0,0,0,0.006006006006006006,0
pay_4ls3yykt7xqp9p,2026-02-01 20:13:06,108.0,4.6913478822291435,0.25022589838048237,20,6,0,0,3780,0,0,0,1571,3,0,0,1,card,gaming,personal,0.0,1.0,2.0,0.04687266043578554,1,1,0,0.0039447731755424065,0
pay_zexni0viwfx76z,2026-02-01 20:15:22,108.0,4.6913478822291435,0.25022589838048237,20,6,0,1,2174,0,0,0,158,3,0,0,1,wallet,gaming,personal,0.0,0.0,1.0,0.09509804784840666,1,1,0,0.0039447731755424065,0
pay_vvzmmx82332b2l,2026-02-01 20:15:45,550.0,6.311734809152915,0.6935424889348448,20,6,0,0,1167,0,1,0,135,3,3,1,1,upi,ticketing,personal,0.0,0.0,0.0,1.0,0,0,0,0.008438818565400843,0
pay_x11h2xljggt74y,2026-02-01 20:15:48,1840.9,7.518552926525057,1.4332762379321085,20,6,0,0,2446,0,1,0,142,15,7,1,1,wallet,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.0027137042062415195,0
pay_yz05sd6cy5p0op,2026-02-01 20:18:50,1509.25,7.32003047901885,0.8277755229643605,20,6,0,0,1647,0,0,0,1423,14,3,1,1,upi,d2c,personal,0.0,0.0,1.0,0.8285177350646308,1,1,0,0.007874015748031496,0
pay_uy4pnr2zs3cpfy,2026-02-01 20:23:00,2263.28,7.725012106587623,1.4581392502109949,20,6,0,0,1192,0,0,0,243,15,4,1,1,upi,d2c,personal,0.0,0.0,1.0,2.2582140730960214,1,1,0,0.004484304932735426,0
pay_maxk2bfbxkqok7,2026-02-01 20:25:05,2492.64,7.821498769389597,1.145367324057566,20,6,0,0,1560,0,0,0,170,15,7,1,1,upi,d2c,personal,0.0,0.0,1.0,1.217959805919172,1,1,0,0.0025940337224383916,0
pay_uyw4yjpt5568y8,2026-02-01 20:27:59,463.51,6.140983086547454,0.522029507827458,20,6,0,0,1205,0,1,0,1653,30,5,1,1,upi,d2c,personal,0.0,1.0,1.0,0.4069887579281338,1,1,0,0.0024330900243309003,0
pay_b1387h2z9m7306,2026-02-01 20:32:07,390.31,5.969500084729331,0.4395877914179525,20,6,0,0,1294,0,1,0,126,30,5,1,1,upi,d2c,disposable,0.0,0.0,0.0,1.0,0,0,0,0.0024330900243309003,0
pay_ltgb9jg1tvkqqh,2026-02-01 20:33:34,225.0,5.420534999272286,0.5723152057791118,20,6,0,2,8603,0,1,0,378,5,2,1,0,netbanking,gaming,personal,0.0,0.0,1.0,0.1717557251908397,1,1,0,0.006042296072507553,0
pay_musukgxk6ptsrd,2026-02-01 20:35:13,2813.92,7.942689120987009,0.2982616806580175,20,6,0,0,8403,1,0,0,100,2,7,1,1,card,travel,personal,0.0,1.0,1.0,3.845466347796379,1,1,0,0.005076142131979695,0
pay_mnldrmsytvju28,2026-02-01 20:35:18,871.83,6.771740806063808,0.49924697501560455,20,6,0,0,1518,0,1,0,152,7,5,1,1,upi,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.005934718100890208,0
pay_u3bcrewda43wef,2026-02-01 20:36:57,1266.27,7.144620259433484,1.4261403311183691,20,6,0,0,1485,0,1,0,124,30,5,1,0,wallet,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.0024330900243309003,0
pay_70v9vtanokukj1,2026-02-01 20:37:38,263.0,5.575949103146316,0.5036673880153973,20,6,0,0,5528,0,1,0,122,0,0,0,1,card,subscription,personal,0.0,0.0,0.0,1.0,0,0,0,0.003472222222222222,0
pay_k0sxgggxi7h9dc,2026-02-01 20:39:09,1256.61,7.136968373297272,0.5774119139081367,20,6,0,0,3131,0,1,0,36,15,7,1,1,upi,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.0025940337224383916,0
pay_tfwux1pn9naity,2026-02-01 20:39:28,221.0,5.402677381872279,0.4994688905462517,20,6,0,1,2041,0,1,0,33,14,0,0,0,card,subscription,disposable,0.0,0.0,0.0,1.0,0,0,0,0.007220216606498195,0
pay_yn5uglaguy3i11,2026-02-01 20:40:15,1457.47,7.28514322001841,0.6650437591830403,20,6,0,0,3062,0,1,0,131,14,5,1,1,card,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.004434589800443459,0
pay_m150wt65mf4wmk,2026-02-01 20:43:48,271.0,5.605802066295998,0.5152776985530394,20,6,0,1,3413,0,1,0,29,3,0,0,1,card,subscription,personal,0.0,0.0,0.0,1.0,0,0,0,0.007434944237918215,0
pay_pmcn25su9f2pwg,2026-02-01 20:45:37,263.0,5.575949103146316,0.5036673880153973,20,6,0,0,5614,1,1,0,74,0,0,0,1,card,subscription,corporate,0.0,0.0,0.0,1.0,0,0,0,0.003472222222222222,0
pay_bhnq7u2wblb4ce,2026-02-01 20:45:39,260.0,5.564520407322694,0.6023956812863465,20,6,0,0,1401,0,1,0,1088,3,0,0,0,wallet,gaming,personal,0.0,0.0,0.0,1.0,0,0,0,0.0039447731755424065,0
pay_62k55n24tdxjpm,2026-02-01 20:47:22,12592.38,9.440926558044897,1.334730348511829,20,6,0,0,3116,0,1,0,156,2,7,1,1,netbanking,travel,personal,0.0,0.0,0.0,1.0,0,0,0,0.005076142131979695,0
pay_b6w8p1d0aedy78,2026-02-01 20:48:30,1400.0,7.244941546337007,2.9848200579907895,20,6,0,2,4529,0,0,0,1710,14,0,0,0,card,subscription,disposable,0.0,0.0,2.0,0.7714072396569441,1,1,0,0.005813953488372093,0
pay_sx0cci1xif6uix,2026-02-01 20:50:19,990.0,6.898714534329988,1.227480688877041,20,6,0,0,1034,0,1,0,1167,5,2,1,1,upi,ticketing,personal,0.0,0.0,0.0,1.0,0,0,0,0.005970149253731343,0
pay_5xwfiofu6dwgpy,2026-02-01 20:50:56,207.0,5.337538079701318,0.5895252470594936,20,6,0,0,828,0,1,0,58,1,0,0,1,upi,gaming,personal,0.0,1.0,1.0,1.3018867924528301,1,1,0,0.007662835249042145,0
pay_bjv7cfwleicx9n,2026-02-01 20:51:47,207.0,5.337538079701318,0.5058774652361984,20,6,0,0,800,0,0,0,197,14,0,0,1,card,subscription,personal,0.0,0.0,1.0,0.22777539365529992,1,1,0,0.004618937644341801,0
pay_mo0ya6uc14qu9l,2026-02-01 20:56:08,3079.47,8.032837461728418,1.4150155310897492,20,6,0,0,1915,0,1,0,14,15,7,1,1,upi,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.0025940337224383916,0
pay_7yeijksd74k2x3,2026-02-01 21:04:30,260.0,5.564520407322694,0.6023956812863465,21,6,0,0,420,0,1,0,215,3,0,0,1,upi,gaming,personal,0.0,0.0,0.0,1.0,0,0,0,0.0039447731755424065,0
pay_m1iazinblhvonn,2026-02-01 21:06:10,410.91,6.02080487888465,0.4627886023200811,21,6,0,0,1309,0,1,0,61,30,5,1,1,upi,d2c,disposable,0.0,0.0,0.0,1.0,0,0,0,0.0024330900243309003,0
pay_zor1g281bmcmsk,2026-02-01 21:07:48,4594.8,8.432898121920836,0.9331191499818242,21,6,0,1,4827,0,1,0,1080,14,0,0,1,netbanking,edtech,corporate,0.0,0.0,1.0,0.46021496329638434,1,1,0,0.006024096385542169,0
pay_9l01a66pbm322x,2026-02-01 21:07:50,989.01,6.897715044087722,0.619121844951923,21,6,0,0,5205,0,0,0,137,21,3,1,0,upi,d2c,disposable,0.0,0.0,1.0,6.220188679245283,1,1,0,0.0034542314335060447,0
pay_fva5eg1n4k2dcu,2026-02-01 21:12:28,453.23,6.11860367768839,0.5104516274355221,21,6,0,1,6323,0,1,0,118,30,5,1,1,netbanking,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.0024330900243309003,0
pay_w6kol0rofvdk6c,2026-02-01 21:12:39,457.52,6.128003911246809,0.5152832526185381,21,6,0,0,3065,0,1,0,280,30,5,1,1,upi,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.0024330900243309003,0
pay_rmdm0elf05q1rg,2026-02-01 21:18:01,7079.39,8.86508426991642,1.6762062384869278,21,6,0,0,5396,0,1,0,93,7,0,0,1,emi,edtech,personal,0.0,0.0,0.0,1.0,0,0,0,0.006711409395973154,0
pay_yctw34y5cgvoub,2026-02-01 21:22:45,4201.41,8.343413449229534,0.4453287967438311,21,6,0,0,3372,0,1,0,174,2,7,1,1,card,travel,personal,0.0,0.0,0.0,1.0,0,0,0,0.005076142131979695,0
pay_bylassxby5azh4,2026-02-01 21:23:59,207.0,5.337538079701318,0.5058774652361984,21,6,0,0,6407,0,1,0,1541,14,0,0,1,card,subscription,personal,0.0,1.0,2.0,0.5734072022160664,1,0,0,0.004618937644341801,0
pay_2ttxrnuicgj2g7,2026-02-01 21:31:35,1048.03,6.955621206652759,0.815968545624416,21,6,0,1,2891,0,1,0,954,15,7,1,1,card,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.0027137042062415195,0
pay_vc92nwi6c2w6o3,2026-02-01 21:32:58,262.0,5.572154032177765,0.5585877537097049,21,6,0,0,2601,0,1,0,56,14,0,0,1,upi,subscription,personal,0.0,0.0,0.0,1.0,0,0,0,0.005813953488372093,0
pay_13hjve4fm9k4rd,2026-02-01 21:33:33,1150.52,7.048838087759494,0.5286635910820299,21,6,0,1,2524,0,1,0,347,15,7,1,1,upi,d2c,personal,0.0,0.0,1.0,0.0630027675832438,1,1,0,0.0025940337224383916,0
pay_p9f8mk3l8rzitg,2026-02-01 21:34:25,4515.24,8.415435068232993,0.2884486757938944,21,6,0,0,1622,0,1,0,143,7,2,1,0,card,travel,personal,0.0,0.0,0.0,1.0,0,0,0,0.008403361344537815,0
pay_lzxox07unabt83,2026-02-01 21:35:03,587.0,6.376726947898627,2.2588217185515833,21,6,0,0,8913,0,0,0,1159,2,0,0,1,card,gaming,personal,1.0,1.0,1.0,3.0572916666666665,1,1,0,0.0034423407917383822,0
pay_rcyi7ni4sm5d2y,2026-02-01 21:36:52,1675.0,7.424165281042028,4.728165753966014,21,6,0,0,3887,0,1,0,935,3,0,0,1,card,gaming,personal,0.0,0.0,0.0,1.0,0,0,0,0.004329004329004329,0
pay_uzt304kndgrnqu,2026-02-01 21:38:05,6066.34,8.710675567248941,0.5936467891928284,21,6,0,0,4831,0,1,0,154,30,2,1,1,netbanking,travel,personal,0.0,0.0,0.0,1.0,0,0,0,0.005934718100890208,0
pay_7eczuy1gx9u28w,2026-02-01 21:41:56,821.35,6.712166095187278,0.18649201559417014,21,6,0,0,882,0,1,0,544,15,0,0,1,upi,edtech,corporate,0.0,0.0,0.0,1.0,0,0,0,0.004640371229698376,0
pay_736dgq5htraujp,2026-02-01 21:43:06,2140.65,7.6693318389638625,1.6666536904391156,21,6,0,0,5698,0,1,0,101,15,7,1,1,card,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.0027137042062415195,0
pay_dcixargwbqhtld,2026-02-01 21:49:50,828.0,6.720220155135295,2.1061199572671314,21,6,0,1,2701,0,1,0,150,5,2,1,1,card,gaming,personal,0.0,0.0,0.0,1.0,0,0,0,0.006042296072507553,0
pay_f11atq05u5ni7a,2026-02-01 21:49:55,8675.18,9.068336618619519,5.589065630697668,21,6,0,0,778,0,0,0,2033,15,4,1,1,upi,d2c,personal,0.0,0.0,1.0,33.366076923076925,1,1,0,0.004484304932735426,0
pay_d44jk8rvwkvgnv,2026-02-01 21:52:32,700.0,6.55250788703459,0.8679156385999282,21,6,0,1,1504,0,1,0,1292,5,2,1,1,card,ticketing,personal,0.0,0.0,0.0,1.0,0,0,0,0.005970149253731343,0
pay_0xjotgnu4vgktk,2026-02-01 21:55:40,470.0,6.154858094016418,1.2454290105463988,21,6,0,0,1601,0,1,0,1290,14,0,0,1,upi,subscription,personal,0.0,0.0,0.0,1.0,0,0,0,0.005115089514066497,0
pay_rjtn6dr9xqaeyp,2026-02-01 21:56:17,130.0,4.875197323201151,0.13964080089370112,21,6,0,0,3682,0,0,0,72,1,2,1,1,upi,ticketing,personal,0.0,0.0,1.0,2.03125,1,1,0,0.004319654427645789,0
pay_5kts0mbrjnwdm0,2026-02-01 21:57:58,380.0,5.942799375126701,0.3573510880400233,21,6,0,0,2601,0,1,0,142,3,1,1,1,card,ticketing,personal,0.0,0.0,0.0,1.0,0,0,0,0.007874015748031496,0
pay_ditvs18qwqd1ne,2026-02-01 22:04:11,2974.57,7.9981908962660935,1.3572966954744154,22,6,0,0,972,0,1,0,409,14,5,1,1,upi,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.004434589800443459,0
pay_pml60xstg4et6g,2026-02-01 22:10:25,1448.17,7.278746257730196,0.6654336758137739,22,6,0,0,3047,0,0,0,185,15,7,1,1,upi,d2c,personal,0.0,0.0,1.0,1.1234484577670205,1,1,0,0.0025940337224383916,0
pay_3e6okft8dwax2l,2026-02-01 22:17:32,540.0,6.293419278846481,0.6695349212056588,22,6,0,0,4941,0,1,0,178,5,2,1,1,card,ticketing,personal,0.0,0.0,0.0,1.0,0,0,0,0.005970149253731343,0
pay_bq9u7oijtzoaho,2026-02-01 22:22:27,866.12,6.765177375507495,0.5580058885302511,22,6,0,0,1667,0,1,0,80,15,4,1,1,card,d2c,disposable,0.0,0.0,0.0,1.0,0,0,0,0.004484304932735426,1
pay_yy4ab1kbacwh8d,2026-02-01 22:25:23,6286.97,8.746393563105295,2.8888608083518665,22,6,0,0,6620,0,1,0,1801,15,7,1,1,netbanking,d2c,disposable,0.0,0.0,1.0,4.848774882192796,1,1,0,0.0025940337224383916,0
pay_7sfa5ewvf51by7,2026-02-01 22:30:37,258.0,5.556828061699537,0.5569948186528497,22,6,0,1,2902,0,0,0,189,5,0,0,1,card,subscription,personal,0.0,0.0,1.0,0.11922324668468108,1,1,0,0.005952380952380952,0
pay_ln779irggyqmog,2026-02-01 22:42:51,3189.09,8.067804408547051,0.7550894290463269,22,6,0,0,7686,0,0,0,32,7,0,0,1,card,edtech,personal,0.0,0.0,1.0,1.0679568408926516,1,1,0,0.006711409395973154,0
