customer_id,account_age_days,lifetime_orders,prior_disputes,avg_order_value,email_domain_type,phone_verified
cust_005727,533,6,0,1690.09,personal,True
cust_005728,878,10,0,1825.51,disposable,True
cust_005729,856,11,0,1253.13,personal,False
cust_005730,560,5,0,3375.99,personal,True
cust_005731,583,15,0,6402.91,personal,True
cust_005732,2327,23,0,3068.69,personal,True
cust_005733,288,3,0,529.0,corporate,True
cust_005734,2228,44,0,3223.14,personal,True
cust_005735,661,6,0,1674.51,personal,True
cust_005736,1658,19,1,2698.18,disposable,False
cust_005737,842,43,1,1323.17,corporate,True
cust_005738,206,1,0,723.64,personal,True
cust_005739,1394,12,0,12922.74,personal,True
cust_005740,286,7,0,1311.83,personal,True
cust_005741,38,1,0,1637.98,personal,True
cust_005742,849,13,0,3124.12,personal,True
cust_005743,2041,29,0,5712.07,personal,True
cust_005744,2408,120,0,929.89,personal,True
cust_005745,403,4,0,2893.55,disposable,False
cust_005746,265,2,0,11832.06,disposable,False
cust_005747,159,3,0,486.04,personal,True
cust_005748,1573,22,0,1053.73,personal,True
cust_005749,1954,32,0,976.28,corporate,True
cust_005750,1062,36,0,1334.29,personal,False
cust_005751,557,11,0,3033.93,personal,True
cust_005752,394,6,0,6359.24,personal,False
cust_005753,2010,6,0,886.54,personal,True
cust_005754,1503,19,0,2133.89,personal,True
cust_005755,459,5,0,6827.42,personal,True
cust_005756,521,4,0,755.8,disposable,False
cust_005757,594,2,0,729.04,personal,True
cust_005758,285,1,0,1796.69,personal,True
cust_005759,31,1,0,2752.02,corporate,True
cust_005760,298,8,0,2281.66,corporate,True
cust_005761,289,1,0,1440.07,corporate,True
cust_005762,2291,58,0,3156.71,corporate,True
cust_005763,970,19,0,6098.26,personal,True
cust_005764,922,14,0,3933.79,corporate,True
cust_005765,232,1,0,732.87,personal,True
cust_005766,274,6,0,2056.81,personal,False
cust_005767,441,19,0,1450.01,personal,False
cust_005768,430,5,0,2594.28,personal,True
cust_005769,99,1,0,957.07,disposable,False
cust_005770,975,2,0,420.26,disposable,False
cust_005771,2352,53,0,3507.64,personal,False
cust_005772,1778,47,0,739.31,personal,False
cust_005773,442,3,0,755.98,personal,False
cust_005774,169,1,0,730.9,corporate,True
cust_005775,778,8,0,781.47,personal,True
cust_005776,651,9,0,2155.61,personal,True
cust_005777,330,10,0,1662.55,personal,False
cust_005778,503,5,0,1537.58,corporate,True
cust_005779,1040,15,0,2851.55,personal,True
cust_005780,510,5,0,13014.9,personal,True
cust_005781,1842,4,0,611.71,disposable,False
cust_005782,1400,38,0,1465.52,personal,True
cust_005783,391,7,0,3002.68,personal,False
cust_005784,1813,23,0,248.1,corporate,True
cust_005785,310,6,0,1911.97,disposable,True
cust_005786,1370,16,1,2175.14,personal,True
cust_005787,2405,36,2,472.17,disposable,False
cust_005788,913,2,0,831.94,personal,True
cust_005789,2305,131,1,4857.24,corporate,True
cust_005790,42,1,0,939.57,personal,True
cust_005791,1120,6,0,74.33,personal,False
cust_005792,261,2,0,494.33,personal,True
cust_005793,461,13,0,144.25,personal,True
cust_005794,131,1,0,1179.85,corporate,False
cust_005795,931,10,0,391.84,personal,True
cust_005796,106,1,0,860.27,personal,True
cust_005797,313,11,0,2394.68,disposable,False
cust_005798,1826,12,0,974.7,corporate,True
cust_005799,62,1,0,4633.08,personal,False
cust_005800,297,1,0,334.64,personal,True
cust_005801,364,5,1,1889.41,personal,True
cust_005802,308,7,0,2390.99,corporate,True
cust_005803,2423,88,1,711.91,personal,True
cust_005804,651,18,0,1359.45,personal,True
cust_005805,505,2,0,1831.63,personal,True
cust_005806,1476,62,0,1987.79,corporate,True
cust_005807,621,14,0,532.91,personal,True
cust_005808,1049,23,0,2523.32,corporate,True
cust_005809,375,11,0,1011.08,personal,False
cust_005810,1120,9,0,1908.75,disposable,False
cust_005811,576,8,0,1530.42,personal,True
cust_005812,86,1,0,2006.63,personal,False
cust_005813,244,2,0,1257.73,corporate,True
cust_005814,486,9,0,6465.93,personal,True
cust_005815,347,1,0,918.94,personal,True
cust_005816,1465,28,0,4733.5,corporate,True
cust_005817,133,2,0,1531.54,personal,True
cust_005818,298,1,1,1720.45,personal,True
cust_005819,375,11,0,1492.35,personal,False
cust_005820,450,4,0,4146.53,personal,True
cust_005821,920,19,0,707.26,personal,True
cust_005822,2306,127,0,893.54,personal,False
cust_005823,1043,43,0,2801.06,personal,False
cust_005824,310,5,0,1878.61,personal,True
cust_005825,1187,17,0,1463.19,corporate,True
cust_005826,508,6,0,2377.91,personal,True
cust_005827,369,3,0,569.98,personal,True
cust_005828,280,6,1,3493.43,corporate,True
cust_005829,355,4,0,1591.76,personal,True
cust_005830,2066,59,0,591.6,personal,True
cust_005831,354,10,0,1781.54,personal,True
cust_005832,514,8,0,929.67,disposable,True
cust_005833,447,10,0,3403.41,personal,True
cust_005834,399,3,0,1668.61,personal,True
cust_005835,397,9,0,628.95,personal,True
cust_005836,435,21,0,1289.3,personal,True
cust_005837,1140,26,0,2702.76,personal,False
cust_005838,323,18,0,1729.09,personal,False
cust_005839,378,6,0,4170.39,disposable,False
cust_005840,792,10,0,832.26,disposable,False
cust_005841,623,10,0,1222.35,personal,False
cust_005842,798,6,0,748.94,corporate,True
cust_005843,172,4,0,3466.39,personal,True
cust_005844,264,3,0,178.59,personal,True
cust_005845,287,1,0,1363.1,personal,True
cust_005846,2204,19,0,1817.7,personal,True
cust_005847,1161,4,0,777.02,personal,True
cust_005848,657,11,0,1090.9,personal,False
cust_005849,651,5,0,2902.24,personal,True
cust_005850,1473,16,0,3113.74,personal,True
cust_005851,2393,25,0,51.71,corporate,True
cust_005852,1726,19,0,1494.0,personal,True
cust_005853,249,3,0,4226.19,personal,True
cust_005854,498,7,0,835.51,corporate,False
cust_005855,482,4,0,2046.47,personal,True
cust_005856,1623,9,0,2863.35,personal,True
cust_005857,661,12,0,6780.76,personal,True
cust_005858,361,1,0,468.13,personal,True
cust_005859,387,10,0,3398.97,personal,True
cust_005860,339,5,0,255.72,personal,True
cust_005861,173,1,0,3876.21,disposable,True
cust_005862,133,1,0,5012.85,personal,True
cust_005863,217,1,0,3317.78,personal,True
cust_005864,1033,18,0,1609.97,personal,True
cust_005865,476,7,0,595.35,personal,False
cust_005866,422,12,0,1043.12,personal,True
cust_005867,1003,27,0,3591.65,corporate,True
cust_005868,437,3,0,2239.77,personal,True
cust_005869,564,10,1,3721.0,disposable,False
cust_005870,430,4,0,639.59,corporate,True
cust_005871,329,3,0,1597.2,corporate,True
cust_005872,462,10,0,4689.16,personal,True
cust_005873,137,1,0,14370.02,personal,True
cust_005874,330,5,0,2498.24,disposable,True
cust_005875,476,3,0,850.09,personal,True
cust_005876,358,3,0,4726.12,personal,True
cust_005877,835,8,0,3177.17,personal,True
cust_005878,571,9,0,339.31,personal,True
cust_005879,235,4,0,7428.94,personal,True
cust_005880,259,2,0,852.74,personal,True
cust_005881,337,2,0,1007.96,personal,True
cust_005882,270,1,0,416.03,personal,True
cust_005883,1486,6,0,364.95,corporate,True
cust_005884,2146,52,0,983.49,corporate,True
cust_005885,514,1,0,650.48,disposable,False
cust_005886,413,1,0,1742.35,personal,True
cust_005887,285,4,0,2228.04,disposable,False
cust_005888,120,1,0,16549.76,personal,True
cust_005889,1203,14,0,2194.37,personal,True
cust_005890,375,9,0,1889.42,personal,True
cust_005891,2436,29,1,1237.17,disposable,True
cust_005892,378,5,0,2221.72,personal,False
cust_005893,41,1,0,2086.63,corporate,True
cust_005894,1714,27,0,5203.4,corporate,True
cust_005895,153,1,0,4160.7,corporate,True
cust_005896,1673,30,0,106.02,personal,True
cust_005897,359,6,0,1990.69,personal,True
cust_005898,1139,6,0,1527.91,personal,True
cust_005899,392,5,0,412.99,personal,True
cust_005900,242,2,0,747.29,corporate,True
cust_005901,2231,45,0,4057.89,disposable,False
cust_005902,182,1,0,1278.57,personal,False
cust_005903,1214,10,0,2857.87,disposable,True
cust_005904,792,10,0,1267.12,personal,True
cust_005905,330,3,0,417.97,personal,True
cust_005906,2123,116,1,6479.19,personal,True
cust_005907,501,3,0,414.26,personal,True
cust_005908,505,1,0,124.21,disposable,False
cust_005909,135,1,0,6600.81,personal,True
cust_005910,312,6,0,1304.6,personal,True
cust_005911,1538,12,0,8524.67,personal,True
cust_005912,348,4,0,983.23,personal,True
cust_005913,468,29,0,2541.81,personal,True
cust_005914,483,25,0,4529.58,personal,True
cust_005915,364,3,0,1752.05,corporate,True
cust_005916,668,14,0,1532.08,personal,False
cust_005917,1025,6,0,2089.85,personal,True
cust_005918,859,4,0,1057.01,personal,False
cust_005919,1208,19,0,722.17,personal,True
cust_005920,240,14,0,1338.75,disposable,True
cust_005921,415,3,0,7323.04,personal,True
cust_005922,283,4,0,867.73,personal,False
cust_005923,2381,43,0,2957.74,personal,True
cust_005924,604,5,0,1512.77,personal,True
cust_005925,756,6,0,2031.14,personal,False
cust_005926,341,5,0,1041.55,disposable,False
cust_005927,822,18,0,202.34,personal,False
cust_005928,2280,22,0,1301.43,personal,True
cust_005929,748,6,0,315.07,personal,True
cust_005930,193,4,0,3601.37,corporate,True
cust_005931,1835,28,0,970.44,personal,True
cust_005932,346,5,1,1958.62,disposable,False
cust_005933,153,7,1,3102.92,personal,False
cust_005934,512,5,0,1136.35,personal,True
cust_005935,92,1,0,2672.24,personal,True
cust_005936,181,1,0,8370.96,personal,False
cust_005937,618,4,0,1053.93,personal,True
cust_005938,1023,11,0,1100.0,personal,True
cust_005939,461,7,0,1736.45,personal,True
cust_005940,1583,18,0,4930.22,disposable,True
cust_005941,849,11,0,14797.83,personal,True
cust_005942,596,8,1,1947.45,personal,True
cust_005943,353,14,0,3748.43,personal,False
cust_005944,779,12,0,1542.07,personal,True
cust_005945,729,1,0,7722.57,personal,True
cust_005946,493,8,0,3460.22,personal,True
cust_005947,565,21,0,2070.84,personal,True
cust_005948,305,2,0,997.14,personal,True
cust_005949,381,1,0,3213.38,personal,True
cust_005950,245,4,0,914.25,personal,False
cust_005951,635,4,0,195.78,personal,True
cust_005952,248,3,0,3912.29,personal,True
cust_005953,341,4,0,777.61,corporate,True
cust_005954,195,1,0,19200.44,personal,False
cust_005955,457,11,0,873.33,personal,True
cust_005956,671,4,0,1271.18,personal,False
cust_005957,626,21,0,1346.2,personal,True
cust_005958,304,13,0,1642.38,personal,True
cust_005959,389,9,0,2240.27,corporate,True
cust_005960,624,5,0,1021.5,personal,False
cust_005961,1143,16,0,204.71,personal,True
cust_005962,412,5,0,1091.03,personal,True
cust_005963,604,4,1,1547.75,disposable,True
cust_005964,598,15,0,1895.38,personal,True
cust_005965,544,1,0,1529.78,corporate,True
cust_005966,350,29,0,2673.1,personal,True
cust_005967,1691,30,1,896.85,personal,True
cust_005968,390,8,0,3102.53,personal,True
cust_005969,492,4,0,1551.52,personal,False
cust_005970,2017,35,0,2672.25,personal,True
cust_005971,196,1,0,607.93,personal,True
cust_005972,718,3,0,7474.59,personal,True
cust_005973,130,1,0,603.87,personal,True
cust_005974,1491,13,0,917.97,personal,False
cust_005975,1401,54,0,3529.71,personal,True
cust_005976,195,1,0,186.49,personal,True
cust_005977,784,31,0,2279.3,personal,True
cust_005978,641,7,1,2045.76,disposable,False
cust_005979,244,1,0,1299.5,personal,True
cust_005980,351,1,0,1473.1,personal,True
cust_005981,169,1,0,1105.49,corporate,True
cust_005982,293,1,0,1451.47,personal,True
cust_005983,1545,25,0,1518.04,personal,True
cust_005984,336,14,0,1828.71,corporate,True
cust_005985,286,4,0,522.99,personal,True
cust_005986,472,7,0,701.38,personal,True
cust_005987,412,1,0,2752.42,corporate,True
cust_005988,261,2,0,503.67,personal,True
cust_005989,2261,13,0,986.8,corporate,True
cust_005990,406,7,0,2542.96,personal,True
cust_005991,269,3,0,5235.53,personal,True
cust_005992,562,5,0,4605.83,corporate,True
cust_005993,1843,75,0,219.34,personal,True
cust_005994,1754,47,0,1889.64,personal,True
cust_005995,916,17,0,729.58,corporate,True
cust_005996,435,2,0,2246.06,personal,False
cust_005997,584,6,0,177.54,personal,True
cust_005998,1400,8,0,2144.19,personal,False
cust_005999,758,1,0,629.46,personal,True
cust_006000,1270,33,0,2822.31,personal,False
cust_006001,359,15,0,1574.13,personal,True
cust_006002,724,9,0,307.6,personal,True
cust_006003,492,5,0,7124.52,personal,True
cust_006004,518,12,0,1173.43,personal,True
cust_006005,422,3,0,641.3,personal,True
cust_006006,836,12,0,3085.67,personal,True
cust_006007,141,4,0,1702.39,personal,True
cust_006008,1551,13,0,861.69,corporate,True
cust_006009,1895,23,0,2747.83,personal,True
cust_006010,1391,9,0,5597.77,personal,True
cust_006011,784,15,0,6303.37,corporate,True
cust_006012,500,4,1,1409.1,personal,False
cust_006013,249,1,0,353.02,personal,True
cust_006014,431,1,0,3259.23,personal,True
cust_006015,476,9,0,1050.58,personal,True
cust_006016,1028,3,0,2682.69,personal,True
cust_006017,369,4,0,5278.03,corporate,True
cust_006018,2023,104,1,2540.04,personal,False
cust_006019,1188,1,0,1746.9,personal,True
cust_006020,2330,18,0,889.83,personal,True
cust_006021,1961,14,0,2190.48,disposable,False
cust_006022,2155,7,1,226.55,disposable,False
cust_006023,336,4,0,2209.63,personal,True
cust_006024,1382,16,0,2857.37,personal,True
cust_006025,934,18,0,139.62,disposable,False
cust_006026,764,3,0,258.31,personal,False
cust_006027,175,2,0,271.3,disposable,False
cust_006028,396,21,0,2039.49,personal,True
cust_006029,1977,52,0,4539.96,personal,True
cust_006030,431,8,1,969.63,disposable,False
cust_006031,413,4,0,1051.91,personal,True
cust_006032,343,6,0,8201.71,personal,True
cust_006033,433,1,0,2969.37,personal,True
cust_006034,303,1,0,1109.1,disposable,True
cust_006035,2416,23,0,1463.67,corporate,True
cust_006036,1722,21,0,2146.84,personal,True
cust_006037,2001,5,2,1078.38,disposable,False
cust_006038,332,6,0,1873.5,personal,True
cust_006039,274,5,0,1564.72,corporate,True
cust_006040,355,11,0,2358.31,personal,True
cust_006041,431,7,0,2234.63,personal,True
cust_006042,317,8,0,2542.93,corporate,True
cust_006043,1289,35,0,3784.29,personal,True
cust_006044,1948,24,1,4786.66,personal,True
cust_006045,413,12,0,1252.53,personal,True
cust_006046,340,3,0,1243.1,disposable,False
cust_006047,353,2,0,1195.41,personal,True
cust_006048,398,13,0,2080.93,personal,True
cust_006049,633,11,0,4020.31,personal,True
cust_006050,364,1,1,866.83,disposable,False
cust_006051,384,5,0,2048.17,disposable,False
cust_006052,278,1,0,351.28,disposable,True
cust_006053,1485,5,0,3435.39,corporate,True
cust_006054,186,2,0,1767.16,corporate,True
cust_006055,304,3,0,4842.42,personal,True
cust_006056,321,14,0,1540.94,disposable,False
cust_006057,364,7,0,3055.76,personal,True
cust_006058,507,3,0,2222.24,personal,True
cust_006059,1561,4,0,816.23,personal,True
cust_006060,1523,13,0,2000.26,personal,True
cust_006061,398,1,0,4363.45,personal,True
cust_006062,1125,10,0,1028.19,corporate,True
cust_006063,226,1,0,599.66,personal,True
cust_006064,455,1,0,431.49,corporate,True
cust_006065,11,1,0,836.62,personal,True
cust_006066,1920,4,1,285.91,corporate,False
cust_006067,412,3,0,23248.54,personal,True
cust_006068,225,5,0,5438.38,personal,True
cust_006069,318,1,0,1683.75,personal,True
cust_006070,418,5,0,699.22,corporate,True
cust_006071,1429,5,0,1960.58,personal,True
cust_006072,611,7,0,863.62,personal,True
cust_006073,912,6,0,1389.52,corporate,True
cust_006074,370,1,0,6035.92,personal,True
cust_006075,1064,15,0,2719.25,personal,True
cust_006076,377,1,0,113.37,personal,True
cust_006077,258,5,0,861.33,personal,True
cust_006078,440,2,0,105.65,personal,True
cust_006079,521,10,0,2484.6,personal,True
cust_006080,996,39,0,3980.57,corporate,True
cust_006081,375,1,0,2653.44,personal,False
cust_006082,333,6,0,1683.93,personal,True
cust_006083,423,3,0,593.61,disposable,True
cust_006084,251,1,0,1636.32,disposable,True
cust_006085,278,1,0,1445.16,personal,True
cust_006086,1834,61,0,759.96,personal,True
cust_006087,408,1,0,233.17,personal,True
cust_006088,1079,24,1,930.27,personal,True
cust_006089,271,5,0,2715.9,disposable,False
cust_006090,2123,16,1,1231.27,personal,True
cust_006091,493,16,0,2325.61,personal,True
cust_006092,663,9,0,864.6,personal,True
cust_006093,478,4,0,1883.31,corporate,True
cust_006094,1251,11,0,1702.29,personal,True
cust_006095,773,7,0,582.02,personal,True
cust_006096,703,24,0,926.46,corporate,True
cust_006097,372,9,0,686.43,personal,False
cust_006098,162,1,0,676.64,personal,True
cust_006099,723,4,0,437.62,disposable,False
cust_006100,520,3,0,1610.02,disposable,False
cust_006101,595,6,0,1120.58,personal,True
cust_006102,276,1,0,2021.54,personal,True
cust_006103,1238,23,1,1374.1,corporate,True
cust_006104,2091,14,0,642.91,personal,True
cust_006105,506,3,0,1095.51,personal,True
cust_006106,1023,7,0,2441.44,personal,True
cust_006107,2016,44,0,757.8,personal,True
cust_006108,1046,15,0,2248.02,personal,True
cust_006109,589,9,0,484.03,corporate,True
cust_006110,529,5,0,1167.66,corporate,True
cust_006111,614,4,0,298.48,personal,True
cust_006112,495,8,0,2053.47,personal,True
cust_006113,851,17,0,1201.21,personal,True
cust_006114,961,5,0,5164.16,personal,True
cust_006115,197,1,0,11534.36,disposable,False
cust_006116,742,8,0,2384.8,personal,True
cust_006117,301,3,0,183.12,personal,False
cust_006118,564,10,0,404.88,personal,True
cust_006119,1440,18,0,2124.73,personal,True
cust_006120,406,5,0,1871.42,personal,False
cust_006121,645,3,0,3526.65,corporate,True
cust_006122,459,15,0,585.88,personal,True
cust_006123,183,1,0,2180.92,personal,False
cust_006124,927,16,0,1084.91,personal,True
cust_006125,599,9,0,2171.02,personal,True
cust_006126,350,2,0,289.39,personal,False
cust_006127,380,5,0,545.82,personal,True
cust_006128,375,1,0,786.51,personal,True
cust_006129,346,6,0,870.91,personal,True
cust_006130,587,2,0,586.45,personal,True
cust_006131,617,1,0,671.3,corporate,True
cust_006132,294,3,0,4270.77,personal,True
cust_006133,1988,36,0,564.01,personal,True
cust_006134,304,1,0,238.71,personal,True
cust_006135,340,8,0,1619.81,corporate,True
cust_006136,456,3,0,170.43,personal,True
cust_006137,2005,10,0,10375.16,personal,False
cust_006138,464,1,0,7056.67,personal,False
cust_006139,280,1,0,2225.28,personal,True
cust_006140,471,4,0,1011.69,personal,True
cust_006141,365,2,0,9211.0,personal,False
cust_006142,198,2,0,215.3,personal,True
cust_006143,783,22,0,1659.83,corporate,True
cust_006144,434,11,0,2156.95,personal,True
cust_006145,187,1,0,1361.59,personal,True
cust_006146,454,5,0,2435.16,disposable,True
cust_006147,1240,13,0,5547.13,personal,True
cust_006148,395,7,1,14834.79,disposable,True
cust_006149,771,38,0,688.29,personal,True
cust_006150,2322,48,0,1349.32,corporate,True
cust_006151,1706,6,0,1672.53,personal,True
cust_006152,1400,3,0,1865.14,personal,False
cust_006153,459,9,0,4136.47,personal,False
cust_006154,296,3,0,4841.4,personal,True
cust_006155,494,20,0,2161.79,corporate,True
cust_006156,220,1,0,286.05,corporate,True
cust_006157,458,3,0,844.85,corporate,True
cust_006158,595,12,0,6382.14,personal,True
cust_006159,235,6,0,1771.64,personal,True
cust_006160,2360,25,0,1502.3,personal,True
cust_006161,296,2,0,2805.39,personal,True
cust_006162,1106,7,0,1279.96,personal,True
cust_006163,288,3,0,8325.43,personal,True
cust_006164,193,2,0,591.74,personal,True
cust_006165,1409,42,0,10154.33,corporate,True
cust_006166,441,19,0,1882.35,personal,True
cust_006167,1256,18,1,1589.1,disposable,False
cust_006168,252,1,0,8439.45,personal,True
cust_006169,285,15,1,1936.57,corporate,True
cust_006170,339,2,0,1416.63,disposable,False
cust_006171,1598,19,0,1228.65,personal,True
cust_006172,284,3,0,1118.71,personal,False
cust_006173,287,2,0,464.75,personal,True
cust_006174,893,11,0,863.78,disposable,False
cust_006175,291,6,2,1896.41,corporate,True
cust_006176,2338,58,0,1177.18,personal,True
cust_006177,853,3,0,7540.87,personal,True
cust_006178,253,3,0,557.0,personal,False
cust_006179,512,7,0,3297.01,corporate,True
cust_006180,306,5,0,1357.07,personal,False
cust_006181,394,3,0,1936.12,corporate,True
cust_006182,270,2,0,4365.39,corporate,True
cust_006183,1712,41,0,1336.96,personal,True
cust_006184,1073,8,0,815.78,personal,True
cust_006185,233,1,0,1250.94,personal,False
cust_006186,2029,4,0,729.32,corporate,True
cust_006187,368,3,0,297.91,disposable,False
cust_006188,432,6,0,1163.13,personal,True
cust_006189,499,13,0,3033.71,personal,True
cust_006190,370,12,0,1445.65,corporate,True
cust_006191,1595,20,0,201.07,personal,False
cust_006192,500,12,0,1919.59,personal,True
cust_006193,415,1,0,4703.66,personal,True
cust_006194,441,8,0,1920.01,personal,True
cust_006195,431,30,0,3857.09,disposable,False
cust_006196,414,1,0,933.44,personal,True
cust_006197,770,11,0,1264.29,personal,True
cust_006198,447,5,0,1714.72,corporate,True
cust_006199,498,6,0,2252.45,personal,True
cust_006200,1915,25,2,865.73,disposable,False
cust_006201,312,2,0,10959.43,personal,True
cust_006202,346,12,0,2278.86,personal,True
cust_006203,515,5,0,1273.48,personal,True
cust_006204,436,14,0,4508.06,personal,True
cust_006205,468,1,0,976.5,personal,False
cust_006206,685,3,0,2457.34,personal,True
cust_006207,362,6,0,1406.29,personal,True
cust_006208,498,8,0,1295.85,personal,True
cust_006209,132,1,0,2609.21,personal,True
cust_006210,2099,9,0,1921.35,personal,True
cust_006211,146,1,1,1348.3,disposable,False
cust_006212,2389,19,0,3243.84,personal,True
cust_006213,333,9,1,830.65,disposable,False
cust_006214,312,10,0,1593.67,personal,True
cust_006215,366,1,0,9026.35,corporate,True
cust_006216,674,7,0,5380.74,corporate,True
cust_006217,894,20,0,1550.39,personal,False
cust_006218,402,8,0,1165.03,personal,False
cust_006219,510,14,0,2150.47,corporate,True
cust_006220,156,2,0,1132.01,personal,False
cust_006221,837,2,0,1413.43,personal,True
cust_006222,526,12,0,3940.03,personal,True
cust_006223,1449,5,1,1588.8,personal,False
cust_006224,327,1,0,1662.54,disposable,False
cust_006225,302,12,0,4618.71,corporate,True
cust_006226,252,4,0,1573.53,disposable,False
cust_006227,663,10,0,9798.81,personal,True
cust_006228,844,6,0,880.56,personal,False
cust_006229,1075,6,0,797.62,personal,True
cust_006230,184,1,0,824.72,personal,False
cust_006231,1773,23,0,1699.52,personal,True
cust_006232,298,6,0,888.45,disposable,True
cust_006233,2152,12,0,2217.37,personal,True
cust_006234,602,10,0,1117.06,corporate,True
cust_006235,285,1,0,76.81,corporate,True
cust_006236,262,1,0,2825.77,personal,False
cust_006237,273,1,0,1541.72,personal,True
cust_006238,295,1,0,840.63,personal,False
cust_006239,2002,32,0,362.55,corporate,True
cust_006240,496,6,0,237.85,personal,True
cust_006241,520,8,0,1780.77,corporate,True
cust_006242,475,18,2,2888.15,disposable,False
cust_006243,507,6,0,669.18,personal,False
cust_006244,1159,22,0,4956.85,personal,True
cust_006245,665,9,1,1268.81,personal,False
cust_006246,330,1,1,982.01,personal,True
cust_006247,2192,66,0,1268.87,personal,True
cust_006248,1387,15,0,766.25,corporate,True
cust_006249,457,19,0,1545.07,disposable,True
cust_006250,185,1,0,7006.13,personal,False
cust_006251,2304,41,0,2290.16,disposable,False
cust_006252,717,20,0,4547.22,personal,True
cust_006253,522,3,0,1416.08,personal,True
cust_006254,254,1,0,166.32,personal,True
cust_006255,714,3,0,555.38,personal,True
cust_006256,2472,12,0,1239.11,personal,False
cust_006257,471,14,0,776.41,corporate,True
cust_006258,232,2,0,573.56,personal,True
cust_006259,456,3,0,62.84,personal,True
cust_006260,359,7,1,2982.91,personal,True
cust_006261,1340,5,0,3001.99,personal,True
cust_006262,79,1,0,2052.92,personal,False
cust_006263,349,1,0,716.61,personal,True
cust_006264,323,21,0,3187.61,personal,True
cust_006265,545,1,0,796.03,personal,False
cust_006266,1511,14,0,1355.96,personal,False
cust_006267,536,10,0,380.04,personal,True
cust_006268,939,5,0,1164.73,personal,True
cust_006269,524,10,0,685.07,personal,True
cust_006270,491,6,0,634.44,personal,True
cust_006271,166,1,0,3498.17,disposable,False
cust_006272,177,2,0,548.26,corporate,True
cust_006273,486,10,0,4193.01,personal,True
cust_006274,944,21,0,6861.99,disposable,True
cust_006275,302,2,0,2528.54,personal,True
cust_006276,2135,56,2,1591.45,personal,False
cust_006277,172,3,0,704.42,personal,True
cust_006278,1304,21,0,614.96,personal,True
cust_006279,2436,18,0,893.08,corporate,True
cust_006280,276,1,0,6981.91,personal,True
cust_006281,2129,25,0,865.14,personal,False
cust_006282,323,5,0,1709.85,corporate,False
cust_006283,678,3,0,276.28,personal,False
cust_006284,366,3,0,839.33,personal,True
cust_006285,1530,95,0,1198.72,personal,True
cust_006286,1242,3,0,572.3,disposable,False
cust_006287,359,1,0,1153.32,personal,True
cust_006288,889,5,0,247.67,personal,False
cust_006289,331,16,0,3175.14,disposable,False
cust_006290,1865,19,0,1487.24,personal,True
cust_006291,299,1,0,252.88,disposable,True
cust_006292,787,16,0,652.8,personal,True
cust_006293,1277,20,0,477.0,personal,False
cust_006294,1167,26,0,480.2,personal,True
cust_006295,433,29,0,2927.32,personal,True
cust_006296,2486,24,0,12852.2,personal,True
cust_006297,2028,35,0,2487.76,personal,True
cust_006298,587,3,0,1404.38,personal,True
cust_006299,274,2,0,530.47,personal,True
cust_006300,1947,36,0,796.59,personal,False
cust_006301,349,7,0,1168.75,corporate,True
cust_006302,142,2,0,522.45,personal,False
cust_006303,656,19,0,1358.32,personal,True
cust_006304,390,5,0,987.08,corporate,True
cust_006305,1125,31,0,1057.31,personal,True
cust_006306,304,6,0,605.37,personal,True
cust_006307,462,4,0,5412.36,personal,True
cust_006308,1336,16,0,3421.74,personal,True
cust_006309,641,10,1,963.65,disposable,False
cust_006310,274,2,0,2023.05,personal,True
cust_006311,533,8,0,1908.1,personal,True
cust_006312,1238,12,0,4882.8,personal,True
cust_006313,1916,26,0,886.26,personal,True
cust_006314,475,9,0,1301.2,corporate,True
cust_006315,280,1,0,88.72,personal,False
cust_006316,376,3,0,436.36,personal,True
cust_006317,308,5,0,1770.43,personal,True
cust_006318,107,1,0,2870.42,personal,True
cust_006319,1043,17,1,420.26,disposable,False
cust_006320,746,5,0,705.59,corporate,True
cust_006321,516,15,0,2606.72,personal,True
cust_006322,812,5,0,8559.05,personal,True
cust_006323,2219,29,1,7817.47,personal,True
cust_006324,109,1,0,8140.51,personal,True
cust_006325,244,2,0,453.37,personal,True
cust_006326,492,1,0,1417.89,corporate,True
cust_006327,2375,43,4,895.94,disposable,False
cust_006328,899,11,0,1981.05,personal,False
cust_006329,203,1,0,1508.61,disposable,False
cust_006330,539,10,0,1224.8,personal,True
cust_006331,259,2,0,876.69,personal,True
cust_006332,705,2,0,3899.12,corporate,True
cust_006333,439,6,0,1875.14,corporate,True
cust_006334,580,1,0,326.76,personal,True
cust_006335,2468,67,0,1115.74,personal,True
cust_006336,387,15,0,1940.9,personal,True
cust_006337,588,5,0,629.87,personal,True
cust_006338,300,11,0,1754.7,corporate,True
cust_006339,374,5,0,2364.5,personal,True
cust_006340,420,2,0,1998.77,disposable,False
cust_006341,1636,8,0,508.23,personal,True
cust_006342,972,21,1,479.76,corporate,True
cust_006343,1799,14,0,1876.64,personal,True
cust_006344,147,1,0,5940.97,personal,True
cust_006345,349,1,0,1079.76,personal,True
cust_006346,639,7,0,3273.71,personal,False
cust_006347,2410,6,0,2198.13,personal,True
cust_006348,1403,17,0,5409.3,personal,True
cust_006349,332,5,0,1346.5,corporate,True
cust_006350,621,10,0,604.05,personal,True
cust_006351,1534,12,1,1767.92,personal,True
cust_006352,800,8,0,569.01,corporate,True
cust_006353,2012,23,0,2638.1,personal,False
cust_006354,507,20,0,3471.86,corporate,True
